Epoch,train_loss,val_loss
30.7142857142857,0.143572360277176,
31,,0.421258002519608
31.4285714285714,0.179351210594177,
32,,0.370548844337463
32.1428571428571,0.132238283753395,
32.8571428571429,0.296507775783539,
33,,0.739854693412781
33.5714285714286,0.828765511512756,
34,,0.648337006568909
34.2857142857143,0.339017361402512,
35,0.455933094024658,
35,,0.424462378025055
35.7142857142857,0.146487846970558,
36,,0.429815888404846
36.4285714285714,0.471137046813965,
37,,0.424610286951065
37.1428571428571,0.209938377141953,
37.8571428571429,0.113193765282631,
38,,0.437769591808319
38.5714285714286,0.246469348669052,
39,,2.10261082649231
39.2857142857143,1.09516572952271,
40,4.61433553695679,
40,,1.07906723022461
40.7142857142857,0.341982930898666,
41,,0.435561656951904
41.4285714285714,0.324542224407196,
42,,0.405673950910568
42.1428571428571,0.215735644102097,
42.8571428571429,0.344068765640259,
43,,0.415473937988281
43.5714285714286,0.250783890485764,
44,,0.404706507921219
44.2857142857143,0.250664949417114,
45,0.329369485378265,
45,,0.516275703907013
45.7142857142857,0.236498832702637,
46,,0.350592941045761
46.4285714285714,0.24482573568821,
47,,0.449758559465408
47.1428571428571,0.249476611614227,
47.8571428571429,0.10616946965456,
48,,2.61051559448242
48.5714285714286,0.583304166793823,
49,,0.843896627426148
49.2857142857143,0.460125774145126,
50,0.400669157505035,
50,,1.21536684036255
50.7142857142857,0.150680750608444,
51,,0.519059836864471
51.4285714285714,0.257711678743362,
52,,0.810354113578796
52.1428571428571,0.538365483283997,
52.8571428571429,0.353858232498169,
53,,0.574509620666504
53.5714285714286,2.39343023300171,
54,,0.5577512383461
54.2857142857143,0.43868961930275,
55,0.281992971897125,
55,,0.492005407810211
55.7142857142857,0.637247800827026,
56,,0.996447622776032
56.4285714285714,0.317537188529968,
57,,0.580389976501465
57.1428571428571,0.461317479610443,
57.8571428571429,0.0998320206999779,
58,,0.537285029888153
58.5714285714286,0.193517953157425,
59,,0.594519972801209
59.2857142857143,0.376091957092285,
60,0.103916637599468,
60,,0.38775110244751
60.7142857142857,0.509789824485779,
61,,0.502302408218384
61.4285714285714,0.845905244350433,
62,,0.707346856594086
62.1428571428571,0.30505907535553,
62.8571428571429,0.462516129016876,
63,,0.866438627243042
63.5714285714286,0.42378506064415,
64,,0.755384624004364
64.2857142857143,0.378388345241547,
65,1.24832105636597,
65,,0.599497735500336
65.7142857142857,0.272376418113709,
66,,0.444638699293137
66.4285714285714,0.961481094360352,
67,,0.495642870664597
67.1428571428571,0.316648870706558,
67.8571428571429,0.352684676647186,
68,,0.487791925668716
68.5714285714286,0.274068981409073,
69,,0.456664562225342
69.2857142857143,0.175710454583168,
70,0.256828814744949,
70,,0.364708185195923
70.7142857142857,0.53019917011261,
71,,0.586483478546143
71.4285714285714,0.205344378948212,
72,,0.419855087995529
72.1428571428571,0.125643193721771,
72.8571428571429,0.165896594524384,
73,,0.344655454158783
73.5714285714286,0.144164115190506,
74,,0.403457850217819
74.2857142857143,0.299749553203583,
75,0.888567507266998,
75,,0.41641229391098
75.7142857142857,0.190099835395813,
76,,0.505035817623138
76.4285714285714,0.224097743630409,
77,,0.290933072566986
77.1428571428571,0.548512101173401,
77.8571428571429,0.944559097290039,
78,,0.347870767116547
78.5714285714286,0.0891017392277718,
79,,0.312612682580948
79.2857142857143,0.301688641309738,
80,2.05151391029358,
80,,0.858549535274506
80.7142857142857,0.198182284832001,
81,,0.346911817789078
81.4285714285714,0.20257756114006,
82,,0.375639289617538
82.1428571428571,0.175253599882126,
82.8571428571429,0.318845093250275,
83,,0.291848242282867
83.5714285714286,0.207087635993958,
84,,0.719806432723999
84.2857142857143,0.161463141441345,
85,0.540023982524872,
85,,0.422169744968414
85.7142857142857,0.275629907846451,
86,,0.61165463924408
86.4285714285714,0.179675817489624,
87,,0.368920743465424
87.1428571428571,0.129333972930908,
87.8571428571429,0.224591299891472,
88,,0.357961803674698
88.5714285714286,0.182230740785599,
89,,0.389816999435425
89.2857142857143,0.158914521336555,
90,1.17333972454071,
90,,0.289981603622437
90.7142857142857,0.174652189016342,
91,,0.308711111545563
91.4285714285714,0.0651075765490532,
92,,0.368740439414978
92.1428571428571,0.673039078712463,
92.8571428571429,0.213936641812325,
93,,0.656420528888702
93.5714285714286,0.160357505083084,
94,,0.25582879781723
94.2857142857143,0.0980778113007546,
95,0.0845175385475159,
95,,0.277087211608887
95.7142857142857,0.239868015050888,
96,,0.267615467309952
96.4285714285714,0.156424149870873,
97,,0.573693931102753
97.1428571428571,0.25124129652977,
97.8571428571429,0.222773104906082,
98,,0.871898531913757
98.5714285714286,0.254359543323517,
99,,0.401148945093155
99.2857142857143,0.158544600009918,
100,1.14521980285645,
100,,0.283352583646774
100.714285714286,0.205838069319725,
101,,0.344558924436569
101.428571428571,0.261903196573257,
102,,0.293557286262512
102.142857142857,0.212393894791603,
102.857142857143,0.479673862457275,
103,,0.277006775140762
103.571428571429,0.177323758602142,
104,,0.219882696866989
104.285714285714,0.110659018158913,
105,1.06651973724365,
105,,0.414350926876068
105.714285714286,0.198160767555237,
106,,0.369723528623581
106.428571428571,0.20916348695755,
107,,0.444924473762512
107.142857142857,0.311543226242065,
107.857142857143,0.0685033649206162,
108,,0.324441105127335
108.571428571429,0.513514280319214,
109,,0.392189502716064
109.285714285714,0.259431153535843,
110,0.419697642326355,
110,,0.236753210425377
110.714285714286,0.0845718383789063,
111,,0.278228551149368
111.428571428571,0.169198527932167,
112,,0.41709777712822
112.142857142857,0.370890200138092,
112.857142857143,0.190166264772415,
113,,0.246794208884239
113.571428571429,0.135798156261444,
114,,1.18562519550323
114.285714285714,0.56596165895462,
115,0.344124108552933,
115,,0.448591560125351
115.714285714286,0.18390466272831,
116,,0.271025598049164
116.428571428571,0.167570292949677,
117,,0.343924909830093
117.142857142857,0.144155204296112,
117.857142857143,0.172421470284462,
118,,0.258932083845139
118.571428571429,0.177097469568253,
119,,0.307433128356934
119.285714285714,0.292395174503326,
120,4.18488168716431,
120,,0.292422860860825
120.714285714286,0.134384825825691,
121,,0.463899880647659
121.428571428571,0.198526158928871,
122,,0.399384707212448
122.142857142857,0.278237670660019,
122.857142857143,0.208162933588028,
123,,0.30999693274498
123.571428571429,1.37178945541382,
124,,0.71652489900589
124.285714285714,0.252491295337677,
125,0.277856886386871,
125,,0.534366130828857
125.714285714286,0.0794593244791031,
126,,0.402739465236664
126.428571428571,0.349004566669464,
127,,0.60497909784317
127.142857142857,2.09393453598022,
127.857142857143,0.523020029067993,
128,,2.47951316833496
128.571428571429,0.532004833221436,
129,,1.03280341625214
129.285714285714,0.272856116294861,
130,0.414957314729691,
130,,0.430021792650223
130.714285714286,0.121486514806747,
131,,0.343845397233963
131.428571428571,0.318866610527039,
132,,0.412227272987366
132.142857142857,0.512173533439636,
132.857142857143,0.226577341556549,
133,,0.530866980552673
133.571428571429,0.153827711939812,
134,,0.277836978435516
134.285714285714,0.150008171796799,
135,1.18541789054871,
135,,0.31648600101471
135.714285714286,0.213921517133713,
136,,0.33828929066658
136.428571428571,0.0990083664655685,
137,,0.23047699034214
137.142857142857,0.37324720621109,
137.857142857143,0.124325715005398,
138,,0.316540330648422
138.571428571429,0.265189290046692,
139,,0.314649522304535
139.285714285714,0.146210193634033,
140,1.45200502872467,
140,,0.310955703258514
140.714285714286,0.119853347539902,
141,,0.31073597073555
141.428571428571,0.195975571870804,
142,,0.346950054168701
142.142857142857,0.202075004577637,
142.857142857143,0.126647129654884,
143,,0.356307506561279
143.571428571429,0.0942812412977219,
144,,0.219242975115776
144.285714285714,0.622724950313568,
145,0.0305613577365875,
145,,0.386990427970886
145.714285714286,0.111847065389156,
146,,0.243989259004593
146.428571428571,0.382021754980087,
147,,0.250912368297577
147.142857142857,0.674838662147522,
147.857142857143,0.303059816360474,
148,,0.304148405790329
148.571428571429,0.269952595233917,
149,,0.23631289601326
149.285714285714,0.120660781860352,
150,0.540289282798767,
150,,0.290878266096115
150.714285714286,0.250993072986603,
151,,0.25560075044632
151.428571428571,0.105291053652763,
152,,1.04493093490601
152.142857142857,60.4117431640625,
152.857142857143,0.598668336868286,
153,,0.981336534023285
153.571428571429,0.521018624305725,
154,,0.674477577209473
154.285714285714,0.364826619625092,
155,0.384355932474136,
155,,0.535594880580902
155.714285714286,0.99704909324646,
156,,0.628528714179993
156.428571428571,0.314132928848267,
157,,0.849180936813355
157.142857142857,0.47864830493927,
157.857142857143,0.329328417778015,
158,,0.46626004576683
158.571428571429,0.409230411052704,
159,,0.707453966140747
159.285714285714,0.198120296001434,
160,1.20146572589874,
160,,0.478335559368134
160.714285714286,0.117527589201927,
161,,0.442115038633347
161.428571428571,0.304157584905624,
162,,0.401846438646317
162.142857142857,0.203605860471725,
162.857142857143,0.424979954957962,
163,,0.479269117116928
163.571428571429,0.382545292377472,
164,,0.875393450260162
164.285714285714,0.228698998689652,
165,0.212069302797318,
165,,0.414660781621933
165.714285714286,0.215105295181274,
166,,0.647855222225189
166.428571428571,0.219234868884087,
167,,0.435080617666245
167.142857142857,0.206804990768433,
167.857142857143,0.103186450898647,
168,,0.357304006814957
168.571428571429,0.520291090011597,
169,,0.409274399280548
169.285714285714,0.208436459302902,
170,0.0498544834554195,
170,,0.384701430797577
170.714285714286,0.167634695768356,
171,,0.500305652618408
171.428571428571,0.483622968196869,
172,,0.328409850597382
172.142857142857,0.133419275283813,
172.857142857143,0.0939813852310181,
173,,0.569213211536408
173.571428571429,0.296049892902374,
174,,0.372800648212433
174.285714285714,0.106986746191978,
175,0.565162777900696,
175,,0.446316868066788
175.714285714286,0.102963745594025,
176,,0.325585395097733
176.428571428571,0.157417833805084,
177,,0.45848023891449
177.142857142857,0.454350709915161,
177.857142857143,0.166346967220306,
178,,0.346306681632996
178.571428571429,0.233695983886719,
179,,0.730415642261505
179.285714285714,0.13720166683197,
180,5.25591659545898,
180,,1.17723083496094
180.714285714286,0.429525941610336,
181,,0.61662632226944
181.428571428571,0.125058606266975,
182,,0.566639602184296
182.142857142857,0.198983624577522,
182.857142857143,0.0700199380517006,
183,,0.348205059766769
183.571428571429,0.156751751899719,
184,,0.527581095695496
184.285714285714,0.116963364183903,
185,0.00128520419821143,
185,,0.327683508396149
185.714285714286,0.177860677242279,
186,,0.373181372880936
186.428571428571,0.169120520353317,
187,,0.827904522418976
187.142857142857,0.315383404493332,
187.857142857143,0.815219879150391,
188,,0.51713639497757
188.571428571429,0.367348849773407,
189,,0.427064001560211
189.285714285714,0.147383183240891,
190,0.0613818727433682,
190,,0.33999028801918
190.714285714286,0.15860840678215,
191,,0.336013615131378
191.428571428571,0.0936778783798218,
192,,0.457865059375763
192.142857142857,0.222161561250687,
192.857142857143,0.409243047237396,
193,,0.320336282253265
193.571428571429,0.158567234873772,
194,,0.386398106813431
194.285714285714,0.202040180563927,
195,1.58997583389282,
195,,0.460760295391083
195.714285714286,0.169523805379868,
196,,0.414818108081818
196.428571428571,0.217190846800804,
197,,0.352518409490585
197.142857142857,0.230021178722382,
197.857142857143,0.114447139203548,
198,,0.849754929542542
198.571428571429,0.374354511499405,
199,,0.472768545150757
199.285714285714,0.138656824827194,
200,0.155639484524727,
200,,0.309467554092407
