smiles,T1,T2,T3,T4,T5,Viscosity_1,Viscosity_2,Viscosity_3,Viscosity_4,Viscosity_5,Ln(A),Ea/R
CCCC(=O)c1ccccc1,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.15000000000003,0.6927,0.99835,1.72675,2.69775,4.07,-5.445952213812161,1855.9440894672
ClP(Cl)Cl,333.25,315.4717962933629,298.75000000000006,282.9087696104354,256.95,0.411,0.4625,0.519,0.6154999999999999,0.786,-3.12949470471676,743.8958625317687
Cl[P](Cl)(Cl)=O,353.15,338.0760683128789,315.4717962933629,293.0647194269145,278.1499999999999,0.564,0.6505000000000001,0.821,1.101,1.368,-3.869754975747348,1160.366829731797
CC(=O)C(C)(C)C,353.15,328.0738153283559,318.0714207134999,308.06887067986366,293.15,0.36,0.466,0.522,0.5885,0.713,-4.372595703064902,1183.402760250462
[Cl-].CCC#N,352.84999999999997,340.6160648759724,330.04999999999995,314.75039701445127,293.65,0.2749,0.3028999999999999,0.3314,0.38165,0.4729,-3.997788559934119,954.8812226012753
CCCOC(N)=O,378.15000000000003,368.15000000000003,358.15,348.15,338.15000000000003,1.2,1.429,1.747,2.182,2.797,-7.245099881441467,2797.026122861741
CCCOCCC,361.17,333.256875834446,309.56319364371876,293.89957475761184,273.7428,0.2154,0.27705,0.35075,0.41715,0.5359,-4.355075012,1022.960702197301
CCCOC=O,350.7,337.4720182521223,315.2440084368111,292.4503723076923,273.5,0.2861,0.3223,0.40305,0.52165,0.6648,-4.244501983524885,1050.466703898954
CCC[S](=O)CCC,373.1499999999999,348.15,323.15,313.15,303.15,0.772,1.076,1.63,2.002,2.526,-5.679526177002007,1999.560245412963
CCCOC(C)=S,363.15,348.15,333.15,318.15000000000003,303.15,0.4432,0.503,0.5729,0.6669,0.7889,-3.732548060729488,1059.268022835889
CCCc1ccccc1N,495.1500000000001,475.5154472826658,445.7400975664461,416.46677268362936,379.65,0.248,0.28225,0.3509,0.44805,0.6458,-4.542301019422515,1557.650532467965
CC(O)CO.O[N+]([O-])=O.O[N+]([O-])=O,333.15,320.6305083424294,308.1499999999999,295.62886013867745,283.15,1.7094,2.11795,2.7778,3.80555,5.5556,-6.084820252883274,2195.304659203861
Cc1ccc(C)cc1,408.33999999999986,368.41395079987507,320.80854182571716,303.15399994722156,281.46400000000006,0.2249,0.305,0.46425,0.571,0.7513,-4.146380646440236,1086.784137974054
c1cc2ccc3cccc4ccc(c1)c2c34,503.0500000000002,488.14567287996726,478.09978563212377,468.145530756087,452.95000000000005,0.767,0.8815,0.9764999999999999,1.0855,1.28,-4.911152420854025,2336.326115881825
c1ccncc1,383.1499999999999,333.15,303.15,290.6290559746059,273.15156,0.385,0.5734999999999999,0.825,0.998,1.36,-4.230564218711005,1228.210716657073
[O-][n+]1ccccc1,398.15,384.3959352237252,371.5596867437483,354.2897784988714,343.15,1.333,1.6955,2.02,2.47,2.995,-4.416536862336337,1887.41759009834
[nH]1cccc1,343.54999999999995,318.0714207134999,298.0661495891329,278.0564893043322,252.65,0.641,0.8919999999999999,1.242,1.8605,3.788,-5.407307787863321,1684.686069814489
C1CCNC1,334.75,310.8968418514947,288.73447887811636,273.5539382309941,253.55,0.451,0.597,0.796,1.0695,1.661,-5.291927671689772,1481.786959214949
Oc1ccccc1C=O,468.35,438.9652488327071,413.08973257502413,387.72619262506447,344.25,0.3516,0.4345,0.5362,0.6767000000000001,1.134,-4.24128323030146,1494.527579999238
[CH2]1CC[C]2(CC1)CC[CH2]CC2,372.05000000000007,333.15,310.95000000000005,293.15,273.15000000000003,0.919,1.534,2.212,3.144,5.079,-5.0561097341372,1823.662264006941
C1CCCC2(CC1)CCCCC2,372.05000000000007,333.15,310.95000000000005,293.15,273.15000000000003,1.138,1.992,3.009,4.507,8.001,-5.698094906480602,2122.224871518029
C=Cc1ccccc1,413.1499999999999,378.0838886685178,343.15,308.06887067986366,273.15000000000003,0.232,0.299,0.413,0.6065,1.047,-4.346033125792276,1187.279623633636
CCCCCCCCCCCCCC,373.1499999999999,348.0781918713198,328.0738153283559,308.06887067986366,283.15,0.685,0.888,1.2285,1.7245,2.96,-5.069132778585862,1731.923727589226
Cl[P](Cl)(Cl)=S,371.6499999999999,343.07714556316483,307.8254827194548,270.42304492512477,252.75,0.519,0.633,0.9115,1.5505,2.102,-3.724255506138935,1125.452921978255
Cc1ccccc1,383.28,349.82445908668615,316.7644026328667,283.7043330219771,250.20999999999998,0.24954,0.326295,0.44764,0.663745,1.1251,-5.009824958395618,1323.5981145844
Cl\C=C\Cl,293.15,283.15,273.15000000000003,263.15,253.14999999999998,0.404,0.447,0.498,0.56,0.637,-3.79868686254149,847.3948427826778
CCCCC/C=C/C,373.1499999999999,342.85858225265923,323.15,308.06887067986366,293.15,0.234,0.305,0.366,0.4285,0.506,-4.32305346496014,1072.418053502241
C1CC[C@@H]2CCCC[C@H]2C1,453.1499999999999,398.08720959437386,348.0781918713198,298.0661495891329,253.14999999999998,0.35,0.5465,0.9215,1.951,5.394,-4.429251869259577,1520.785304766091
CCCCOB(OCCCC)OCCCC,493.15000000000003,432.9191330947709,363.15,328.0738153283559,298.15,0.229,0.34555,0.6607,1.03055,1.6434,-4.498209544985297,1485.597708712179
CCCCO[P](=O)(OCCCC)OCCCC,338.15000000000003,313.07016605460643,303.06753257463305,282.3553681794102,258.15,1.61,2.5,3.08,5.945,11.1,-7.546830102589123,2638.618749070026
CCCCCCCCCCCCC,473.15000000000003,382.8890056113794,328.0738153283559,300.6292117079661,273.1517,0.26,0.5435,1.0415,1.6245,2.962,-4.560478515088854,1513.864546640735
CCOB(OCC)OCC,353.15,338.0760683128789,323.15,308.06887067986366,298.15,0.301,0.3431999999999999,0.3945,0.46335,0.5178,-4.150595766711464,1041.443288703041
CC1(F)CCCCC1(F)F,333.15,323.15,313.15,303.15,293.15,0.575,0.6485,0.7335,0.829,0.951,-4.163925522896212,1206.141974457222
FC(F)(F)I,338.15000000000003,315.63019958815136,295.62886013867745,275.6273263196082,253.14999999999998,0.1996,0.24145,0.2902,0.35395,0.4513,-4.083160412832664,838.7199596031352
CCCCCCN(CCCCCC)CCCCCC,423.1499999999999,385.2448398807208,342.85858225265923,305.46596597415345,283.15,0.562,0.867,1.583,3.343,6.066,-5.381826483733275,2015.00683832084
CC(C)COB(OCC(C)C)OCC(C)C,473.15000000000003,412.9079571584171,358.08019684489733,328.0738153283559,298.15,0.2442,0.3873,0.6926,1.05725,1.8218,-4.76130682414346,1578.046988795085
CC(C)OB(OC(C)C)OC(C)C,403.15,363.15,343.15,313.15,298.15,0.2524,0.3647,0.4516,0.649,0.8049,-4.657760161443827,1324.109359159875
CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,358.15,350.6321759589333,345.6319181252713,338.0760683128789,318.15000000000003,7.22,8.6,9.705,11.945,21.98,-6.154521054475349,2912.028874119285
COB(OC)OC,333.15,323.15,313.15,303.15,298.15,0.2733,0.2969,0.3245,0.3568,0.375,-3.999554209309681,900.0293078084228
CCCO[P](=O)(OCCC)OCCC,313.15,308.1499999999999,303.15,298.15,293.15,1.8359,2.03,2.2462,2.511,2.8329,-5.835403773441775,2015.52998568323
O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,363.15,353.15,343.15,333.15,323.15,3.86,4.61,5.77,7.34,10.04,-6.366483149266239,2792.197481927385
CCCOB(OCCC)OCCC,443.15,392.8956441561745,348.0781918713198,318.0714207134999,298.15,0.2351,0.3463,0.5392,0.76535,1.022,-4.453201198603985,1332.66471284873
CCCCC(CC)CO[P](=O)(OCC(CC)CCCC)OCC(CC)CCCC,348.65000000000003,328.110528319123,313.31205328653476,303.3256344759393,252.65,3.12,4.915,7.140000000000001,9.805,133.0,-11.55755588014464,4257.713384655313
CCCCCCCCCCC,473.15000000000003,358.08019684489733,313.15,298.15,263.1517,0.204,0.5046999999999999,0.8637999999999999,1.081,2.163,-4.468770666123042,1358.325173972146
CCCCC#N,413.1499999999999,375.63336217223474,340.00594590621785,298.0661495891329,273.1545,0.24,0.3182,0.44045,0.6973,1.016,-4.212714541267182,1152.161663659068
O,372.76,348.02000000000004,323.06,298.11,273.15999999999997,0.28275,0.37807,0.5473,0.89079,1.7911,-6.259892802138058,1839.55795077868
FC(F)(F)c1ccccc1,333.15,323.15,313.15,303.15,292.95,0.3878,0.4204,0.4624,0.512,0.574,-3.890920135049341,977.1490976135972
CCC(=O)OC(=O)CC,437.71,385.0531921079958,348.02000000000004,315.56128873819637,273.62,0.254,0.3865,0.549,0.8095,1.598,-4.391378144752325,1321.533075753543
CC(F)F,322.99999999999994,313.16499608832396,289.4599999999999,267.6798745121473,254.70999999999998,0.1211,0.13525,0.1749,0.2245,0.263,-5.031147569189327,947.0142665267213
CC#C,402.31,387.9,373.5,359.09000000000003,344.69,0.05853199999999999,0.069187,0.080086,0.091579,0.10399,-6.214317902934015,1372.083340849605
C1CC1,310.60999999999996,301.4999041459369,292.1649068163538,282.8349037424647,273.6700000000001,0.12516,0.136675,0.14946,0.163485,0.17877,-4.713498245189561,820.6861578571612
CCCCCC,341.45,318.9046048196171,296.04,273.1695515612988,250.3,0.20072,0.244855,0.30425,0.386865,0.50863,-4.053227216647131,844.3338858623214
FC(Cl)(Cl)Cl,296.49,285.19,273.63999999999993,262.08,250.52000000000004,0.40516,0.45682,0.5205299999999999,0.59902,0.69796,-4.581643651980989,1057.003444243811
FC(F)(F)C(Cl)Cl,300.60999999999996,288.6045383829109,275.95,263.2895077671009,250.63,0.40588,0.467295,0.5455099999999999,0.6418299999999999,0.76247,-3.812926064566978,884.0674111711063
FC(Cl)C(F)(F)F,260.87000000000006,258.53967471184336,255.62465955990217,252.70966720747103,250.08,0.40642,0.41907,0.43562,0.453035,0.46951,-4.171279502636872,846.4532362471033
CC(F)(Cl)Cl,304.82,291.35,277.58,263.81999999999994,250.06000000000003,0.37873,0.4419,0.5225599999999999,0.62618,0.7634299999999999,-4.23207886257666,991.2109851677646
FC(C(F)(F)F)C(F)(F)F,256.5,255.35000000000002,253.70999999999998,252.07000000000008,250.42000000000002,0.42526,0.43228,0.44252,0.45304,0.46385,-3.686195654048451,739.5632318536984
FC(F)C(F)C(F)(F)F,278.99999999999994,271.8,264.59999999999997,257.4,250.2,0.50485,0.56624,0.63967,0.72914,0.8406,-5.19314846653756,1256.55484446228
FC(F)(F)CC(F)(F)F,271.35,266.1048713853554,260.78,255.4548660233701,250.13,0.40464,0.435215,0.4694700000000001,0.50741,0.54963,-4.364518356827953,941.0206721369353
FCC(F)(F)C(F)F,298.06999999999994,286.3798460087995,274.32,262.2498318398475,250.19000000000003,0.53999,0.642045,0.7803,0.9706250000000001,1.2487,-8.06006421456199,2112.529365450159
FC(F)CC(F)(F)F,287.87000000000006,278.45,269.0,259.55,250.1,0.463,0.53297,0.6193200000000001,0.72689,0.8624299999999999,-4.443329491020688,1072.641813000101
FC1(F)C(F)(F)C(F)(F)C1(F)F,266.86,262.89459822362545,258.68,254.45458489713312,250.23,0.5816699999999999,0.6228950000000001,0.67147,0.725605,0.78613,-5.086039451922924,1212.577134388736
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,270.8,265.63475520921565,260.5347504174103,255.4347454342592,250.08,0.39359,0.42842,0.4673,0.511555,0.56512,-5.788702804729525,1306.294007128422
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,302.09000000000003,289.2197092178964,276.31969564273305,263.419680737985,250.23,0.43709,0.5241,0.6331899999999999,0.7733650000000001,0.96392,-5.603571825601003,1386.302643917258
O=[S]=O,262.8399999999999,259.88999999999993,256.61,253.33999999999997,250.07,0.41599,0.43002,0.44632,0.46348,0.48157,-3.521496472389811,698.0136284717328
CC(OC(C)=O)C(F)(F)F,333.15,323.29999999999995,313.1000000000001,303.19999999999993,292.99999999999994,0.4254,0.478,0.5447,0.6232,0.7255,-4.77516716967751,1305.053783181767
CC(=O)OC(C)(F)F,333.15,323.15,315.1499999999999,303.15,293.15,0.613,0.703,0.816,0.953,1.13,-4.880894381237703,1468.062497703172
CC(C)(N=C=O)c1cccc(c1)C(C)(C)N=C=O,353.15,338.0760683128789,318.0714207134999,305.6295517749059,298.15,2.1651,2.91335,4.6503,6.52325,8.2033,-6.433626108247967,2538.202396905474
O=[S]1(=O)CCCO1,348.15,338.15000000000003,328.1499999999999,318.15000000000003,308.1499999999999,3.362,3.98,4.816,5.915,7.447,-5.069947492863831,2180.676344791073
CC(=O)c1cccc(O)c1,518.35,488.1500000000001,452.44999999999993,423.1499999999999,375.15000000000003,0.6155,0.8194,1.254,2.0,5.814,-6.104348476729613,2899.682118774189
CC(C)CCO,401.2499999999999,349.5262835731243,305.26020800917195,284.1017898312244,253.14999999999998,0.3974,1.0049,2.89565,5.86245,20.7,-7.970700763256323,2785.442613105087
CCOC(=O)C(F)(F)F,333.3,323.15,313.15,303.15,298.15,0.282,0.312,0.3449,0.3848,0.4342,-5.164334729319645,1289.111621499324
COC(=O)c1ccc(O)cc1,514.1499999999999,491.8073744663549,461.2145589510187,427.94504088785055,413.1499999999999,0.759,0.973,1.4465,2.603,3.508,-6.298746869441891,3092.56837153704
CN(C)[P](Cl)(Cl)=O,348.15,322.84054618598174,294.60842525029693,268.05676859966434,255.15000000000003,1.02,1.375,2.085,3.55,5.3,-4.671103454217691,1601.588087495999
CCCCCOc1ccccc1,502.6500000000001,454.3499999999999,412.45,382.6499999999999,290.00000000000006,0.219,0.3112,0.4432,0.5861,2.562,-4.632158582688449,1572.311082287198
C1CCNCC1,378.3500000000001,363.7430937328202,349.75000000000006,330.81436017525306,286.7,0.4457,0.53125,0.6377,0.8460000000000001,2.075,-5.210170868883196,1665.04459491695
CCCCC,308.82,294.159400326353,279.8093695722097,265.4593354931063,250.68999999999997,0.20022,0.228355,0.26135,0.301565,0.35334,-4.001347564672992,738.9541053663198
CCCCCCC,371.10000000000014,341.5296413199425,310.9146171783285,280.29956296824827,250.04000000000005,0.19728,0.254585,0.34105,0.47889,0.72296,-4.362610470637057,1017.108886471005
OCCCCCCCCCCO,513.1500244140631,428.04392121717285,403.14999389648403,370.6442321230504,348.2000122070311,0.525000000000001,1.978,3.21000000000001,8.990000000000006,19.243,-8.257963889719125,3850.939878038059
OCC(O)CO,323.14999389648403,298.1499938964839,268.950012207031,257.75,253.14999389648403,142.0,944.9999999999991,14850.0,66500.0,134000.0,-22.34006637527129,8692.049922292947
OCCOCCOCCOCCO,425.700012207031,383.03386735060604,333.2249739656135,300.7520843290671,293.149993896484,1.716,3.438999999999996,10.655,39.66999999999994,61.8999999999999,-7.520742652313439,3346.196571602154
CCCCCCc1cccc2ccccc12,373.14999389648403,353.149993896484,323.14999389648403,293.149993896484,273.149993896484,1.26,1.73,3.28,8.840000000000021,23.93,-8.659517052185514,3221.971616707985
c1ccc(cc1)c1cccc(c1)c1ccccc1,548.150024414062,510.34402584249796,460.3107992756868,410.2694995525845,373.14999389648403,0.4900000000000001,0.6849999999999985,1.136666666666667,2.146666666666665,4.18499999999999,-4.900589717938208,2309.950026009937
CCCCCCCCCCc1ccccc1,373.14999389648403,353.149993896484,333.1499938964839,313.14999389648403,303.14999389648403,0.9309999999999999,1.14,1.51933333333333,2.1185,2.575,-4.82311400636488,1748.191077351187
CCCCCCCCCc1ccccc1,398.149993896484,365.6329010478464,325.6308015116624,290.628490369454,253.14999389648403,0.650000000000001,0.946,1.676925,3.353024999999995,12.2,-5.426348538109067,1950.698377360821
C[C@@H](O)c1ccccc1,363.149993896484,342.8585761439597,318.0714146084764,295.62885403472507,292.99999999999994,1.231,2.023937500000005,4.117867500000005,9.695,11.226,-8.83749875669405,3272.561678565467
O=C(OCc1ccccc1)c1ccccc1,373.14999389648403,358.0801907401917,322.84054007662087,293.06471332162295,278.1499938964839,1.655,2.078500000000005,4.251000000000006,10.26766666666667,19.28,-6.630043860311619,2630.005092353419
CCCCOC(=O)c1ccccc1C(=O)OCCCC,370.10000610351597,330.65647858022214,311.872256585436,295.62885403472507,253.19999694824202,2.29,5.575000000000001,9.61999999999999,18.19,295.000000000001,-10.0331715246682,3881.652399350895
CCOC(=O)c1ccccc1C(=O)OCC,373.14999389648403,338.0760622080284,315.6301934842526,305.62954567098154,277.149993896484,1.7,3.385,6.0,8.320000000000006,25.9,-6.905034648095297,2753.449863475708
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,368.4899902343749,343.7393049436147,323.4433656494519,303.0723675379254,288.10000610351597,4.5214,8.651099999999989,17.42350000000005,44.07299999999995,101.95,-9.746105110103684,4101.92625274336
COC(=O)c1ccccc1C(=O)OC,369.50000000000006,334.3086696562033,308.2639920395984,293.8162390068955,283.200012207031,1.99,4.130000000000005,9.239999999999995,17.6,31.8,-8.366954345962931,3295.361171960626
CCOC(=O)c1ccccc1,343.149993896484,312.83065810868555,295.62885403472507,286.6421446027533,284.149993896484,0.9500000000000021,1.5155,2.117,2.486500000000005,2.705,-5.048918302923328,1713.235015458302
CCOC(=O)Cc1ccccc1,358.14999389648403,338.14999389648403,318.14999389648403,303.14999389648403,288.149993896484,0.9079999999999999,1.191,1.624,2.137,2.97700000000001,-4.964649497690583,1738.427807704856
CCCCCCCCCc1ccccc1O,473.1499938964839,338.0760622080284,308.0688645747407,288.0632335267823,268.14999389648403,0.75,36.1,280.3749999999995,2904.749999999995,44199.99999999991,-15.27412196613902,6635.960520508549
CCCCOC(=O)C,343.149993896484,320.6305022385424,310.62987479098643,300.629205604028,288.149993896484,0.409,0.5155000000000005,0.5745000000000005,0.6537000000000015,0.7699999999999991,-4.206213734108463,1136.246871064064
CCCCCCCCCCCCCCCCCC(=O)OCCCC,363.149993896484,348.07818576654483,328.0738092234228,308.0688645747407,298.1499938964839,1.98,2.51,3.70000000000001,5.91,7.0,-5.22392711076814,2142.067887139154
CC(=O)OC1CCCCC1,348.7999877929689,333.0799865722661,313.690002441406,298.640014648437,283.589996337891,0.897,1.106,1.51,2.001,2.853,-5.365835929679417,1817.423247380044
CCCCCCCCCCOC(=O)C,394.1499938964841,368.1499938964839,338.14999389648403,310.95001220703097,293.149993896484,0.613480000000001,0.8146999999999991,1.239,1.9075,2.7345,-4.836465584769541,1708.916275537367
CCOC(=O)C(=O)OCC,433.1499938964839,382.88899950370563,322.84054007662087,290.628490369454,273.149993896484,0.354,0.5575000000000006,1.1959,2.16355,3.262,-4.818108333803475,1617.752743208207
O=C1CCCO1,343.149993896484,315.4717901864011,300.629205604028,290.628490369454,278.1499938964839,0.9512999999999999,1.35555,1.669258333333335,1.9775,2.546,-4.22526127606172,1428.003877258827
CCCCCCCOC(=O)C,373.14999389648403,342.8585761439597,308.0688645747407,290.628490369454,273.149993896484,0.505000000000001,0.7400000000000005,1.164,1.559,2.32,-4.520706387459355,1438.599725816565
CCCCCCOC(=O)C,368.1499938964839,338.14999389648403,308.149993896484,298.1499938964839,288.149993896484,0.449099999999999,0.6153999999999991,0.9102,1.075,1.254,-4.50321906696679,1360.443594704216
CCCCCCCCCCCCCC(=O)OC(C)C,372.04998779296903,333.1499938964839,310.95001220703097,310.149993896484,293.149993896484,1.2747,2.3011,3.5674,3.64,5.599,-5.685776356308314,2169.022855760856
COC(=O)C,319.25000000000006,307.649993896484,298.1499938964839,292.64999389648403,273.489990234375,0.294,0.328,0.364,0.386,0.4762000000000011,-4.141416569986615,931.8384663437545
CCCCCOC(=O)C,480.0000000000001,412.84534991408265,354.8999938964839,301.6677913240041,288.149993896484,0.133,0.2500000000000005,0.385000000000001,0.8212500000000016,1.007,-4.909536596448248,1422.372155863731
CC(=O)Oc1ccccc1,468.8500061035161,414.3143401467289,352.1386350378283,305.4925058638588,251.300003051758,0.445080000000001,0.65964,1.18435,2.18135,6.25400000000001,-3.780200206644428,1391.66053013684
CCCOC(=O)CCC,533.1500244140628,462.93408112239825,382.88899950370563,318.0714146084764,293.149993896484,0.0887,0.158,0.3123500000000005,0.6171499999999995,0.9384000000000021,-5.145168451440262,1500.99442478424
CCCOC(=O)C,473.1499938964839,353.149993896484,323.14999389648403,298.1499938964839,273.149993896484,0.103,0.30755,0.414000000000001,0.5509999999999999,0.7734,-4.942572224593669,1301.384725216862
CC(=O)OC=C,333.1499938964839,304.32423097179833,291.49621792670536,283.15107553553156,273.25,0.2922,0.3794000000000005,0.4354500000000005,0.4798999999999995,0.5472,-4.056724197998509,940.5572457954387
C1=CC=CC=CC=C1,353.149993896484,338.0760622080284,318.0714146084764,300.629205604028,293.149993896484,0.568,0.6799999999999995,0.9054999999999995,1.1975,1.367,-4.876305294578618,1519.852298545083
C[C@H]1CCCC[C@H]1C,313.14999389648403,303.14999389648403,293.149993896484,288.149993896484,273.149993896484,0.818,0.9250000000000022,1.114,1.188,1.615,-5.118371824014986,1529.705930485452
C[C@H]1CCC[C@@H](C)C1,313.14999389648403,303.14999389648403,293.149993896484,288.149993896484,273.149993896484,0.654000000000001,0.721999999999999,0.8660000000000021,0.888,1.203,-4.912957090204004,1393.714342403545
C[C@H]1CC[C@@H](C)CC1,313.14999389648403,303.14999389648403,293.149993896484,288.149993896484,273.149993896484,0.659000000000001,0.749,0.8749999999999999,0.933000000000002,1.224,-4.753107259827007,1353.680166994886
C1CC[C@H]2CCCC[C@H]2C1,453.149993896484,393.14999389648403,343.149993896484,303.14999389648403,253.14999389648403,0.439,0.752,1.363,2.723,10.677,-4.833271844444851,1785.499116540065
C1CCCCCCC1,353.149993896484,338.0760622080284,318.0714146084764,300.629205604028,293.149993896484,0.8660000000000021,1.083999999999999,1.53,2.13075,2.56,-5.447823695316769,1869.509329852063
CCC1CCCC1,373.14999389648403,338.0760622080284,308.0688645747407,288.0632335267823,253.14999389648403,0.26925,0.3585,0.4808333333333331,0.6025000000000005,0.9600000000000002,-4.004311002134683,1006.551651910741
c1ccc2CCCc2c1,373.14999389648403,353.149993896484,323.14999389648403,293.149993896484,273.149993896484,0.541999999999999,0.6634999999999991,0.9184999999999991,1.493,2.239,-4.637373219967801,1483.532878830102
CCCCC1CCCCC1,383.1499938964839,348.07818576654483,313.14999389648403,288.0632335267823,253.14999389648403,0.469000000000001,0.6279999999999999,0.9529999999999991,1.4395,2.93,-4.372777144276947,1364.102200114924
C[C@@H]1CCC[C@@H](C)C1,313.14999389648403,303.14999389648403,293.149993896484,288.149993896484,273.149993896484,0.4999999999999991,0.5559999999999999,0.631000000000001,0.664999999999999,0.8309999999999991,-4.241399974055138,1108.064336070995
C[C@@H]1CC[C@@H](C)CC1,313.14999389648403,303.14999389648403,293.149993896484,288.149993896484,273.149993896484,0.547000000000001,0.6140000000000011,0.706,0.749,0.951,-4.461549487198111,1205.150184276131
C=CC(=C)C,305.1499938964839,300.23920913886815,290.7810124846586,280.932769731211,273.149993896484,0.194,0.2025,0.220125,0.241,0.259,-4.125469254648644,759.1267577217153
CC(=O)CC(C)(C)O,343.149993896484,312.83065810868555,293.149993896484,270.8992616571319,258.149993896484,1.07,2.04,3.38,7.609999999999991,14.81,-10.76174229134742,3556.190321456517
CCOC(=O)CC(=O)C,358.14999389648403,343.0771394583529,323.07263044151824,303.0675264694566,288.149993896484,0.6439999999999999,0.7914999999999996,1.0625,1.4625,1.902,-4.897216409188473,1598.797289217901
O=Cc1ccco1,373.14999389648403,333.1499938964839,311.1499938964839,298.1499938964839,273.149993896484,0.576000000000001,0.8976999999999999,1.35,1.492,2.532825,-4.405870456972116,1439.504692357288
OCc1ccco1,403.14999389648403,378.0838825639347,348.07818576654483,318.0714146084764,298.1499938964839,0.620999999999999,0.8815000000000011,1.4895,2.902000000000005,4.620000000000011,-6.449257243106486,2389.29784695605
O=Cc1ccccc1O,468.3500061035159,427.993911264465,394.45001220703114,352.00679875896,298.1499938964839,0.351599999999999,0.472999999999999,0.6324000000000011,1.015,2.5012,-4.302379997161254,1522.959998586433
CCCCCCCCCCCCCCCCC,523.150024414062,396.58023373176957,351.5270969391414,316.9326402132538,295.149993896484,0.2813,0.8100499999999995,1.4095,2.4558,3.999999999999992,-4.709879041119172,1776.544090666083
CCCCCCCCCCCCCCCCCCCCCCCCCC,477.549987792969,447.9681302019098,422.0999849212361,395.4758786902989,333.1499938964839,0.7475,1.01335,1.2795,1.88,5.17333333333332,-4.396100099442476,1959.625900263128
CCCCCCCCCCCCCCCC,513.1500244140631,372.5991789731098,333.1499938964839,304.4155091532937,293.149993896484,0.277,0.8927000000000005,1.559,2.7155,3.4915,-4.698866990998535,1726.583234447296
CCCCCCCCCCCCCCCCCCCCCCC,408.14999389648386,379.924299404582,363.149993896484,348.07818576654483,333.1499938964839,1.165,1.7135,2.2,2.865,3.75899999999999,-5.046941566312411,2120.120561043739
CCOC(=O)C(F)F,333.15,323.15,315.1499999999999,303.15,293.15,0.613,0.703,0.816,0.953,1.13,-4.880894381237703,1468.062497703172
C1CCC(CC1)Cl,415.1500000000001,388.8664674122637,365.109467415115,340.4816133294187,291.35,0.368,0.4641,0.5897,0.7835,1.659,-4.546765052296053,1468.054856776462
C(F)(F)(Cl)Cl,329.0,310.9871382636656,290.98625429553266,270.98523985239854,253.00000000000003,0.2203,0.24025,0.2682,0.30345,0.3453,-3.009237772014549,492.3529744103475
C(=CBr)Br,329.35,317.50708574128026,301.21212541703323,286.2000429739362,273.52,0.1966,0.2183,0.25365,0.2938,0.3374,-4.255434613079546,867.6643968839381
C(CO)O,413.1499999999999,381.83337040429154,333.15,300.6292117079661,288.15,1.0385,1.7296,4.94,14.065,26.09,-7.229410770157797,2969.729318120868
CCCCCCC(=O)O,393.49999999999994,358.08019684489733,328.0738153283559,295.62886013867745,284.1499999999999,0.8191,1.28565,2.09545,4.0661,5.534,-5.131096272516761,1928.71996376592
O=C(OCCCCCCC)C,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.15000000000003,0.4465,0.6162,0.96195,1.33255,1.7749,-4.566565594200553,1398.06623840678
CCCCCCCS,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,272.75,0.4269,0.5721,0.8556,1.1455,1.4861,-4.230777940303253,1257.79013305828
CCCCCCCSC(=O)C,363.15,348.15,333.15,318.15000000000003,303.15,0.8266,0.9731,1.151,1.411,1.792,-4.177399605741904,1442.207057154984
CCCCCCCN,398.15,353.15,328.1499999999999,308.1499999999999,288.15,0.325,0.559,0.803,1.102,1.583,-5.262566794403341,1651.1903523274
CCCCCC#N,435.85,416.03625931266527,391.25000000000006,361.55836788280806,290.5,0.2359,0.2711,0.327,0.428,1.033,-4.32995013039861,1257.771618495219
C#N,298.15,289.64223200414284,280.6277302690183,270.62690744503965,259.85,0.1834,0.19845,0.2171,0.24235,0.2756,-4.461569881353592,823.9152867753252
C1CC2=CC=CC=C2C1,393.15000000000003,363.15,333.15,303.49999999999994,273.15000000000003,0.466,0.595,0.818,1.25,2.24,-4.274983297503728,1365.731825416534
C1C=CC2=CC=CC=C21,393.15000000000003,363.15,333.15,303.49999999999994,273.15000000000003,0.457,0.653,0.966,1.49,2.94,-4.653791612671368,1532.631567888115
C1=CC=C(C=C1)I,421.95,385.68257290991585,353.74999999999994,312.13449463399013,277.75,0.4883,0.6268,0.8137,1.23345,2.1939,-3.408945844531066,1130.647602009695
CCI,342.53,327.5714175824176,311.89,290.089968635831,273.43,0.3792,0.42775,0.4891,0.6008500000000001,0.7167,-3.485877374755431,863.261338162738
CI,313.11000000000007,303.41873817762394,291.71350928909305,281.4272515056228,273.57,0.409,0.44435,0.4937,0.5453,0.5914,-3.443024066759556,798.2713209509212
CC(C)CCOCCC(C)C,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.15000000000003,0.3836,0.5252,0.80855,1.1073,1.462,-4.59586111885345,1353.447155429445
