smiles,T1,T2,T3,T4,T5,Viscosity_1,Viscosity_2,Viscosity_3,Viscosity_4,Viscosity_5,Ln(A),Ea/R,,smiles,Temp,Eta,lnEta,lnA
,,,,,,,,,,,,,,C(OCc1ccccc1)c2ccccc2,273.15,10.53,2.354228326,-5.709683552
,,,,,,,,,,,,,,c1ccc(cc1)c2ccccc2,498.15,0.31,-1.171182982,-4.063760014
,,,,,,,,,,,,,,c1ccc(cc1)c2ccccc2,473.15,0.375,-0.980829253,-4.063760014
,,,,,,,,,,,,,,c1ccc(cc1)c2ccccc2,448.15,0.46,-0.776528789,-4.063760014
,,,,,,,,,,,,,,c1ccc(cc1)c2ccccc2,410.2695057,0.64,-0.446287103,-4.063760014
,,,,,,,,,,,,,,c1ccc(cc1)c2ccccc2,373.15,0.95,-0.051293294,-4.063760014
,,,,,,,,,,,,,,ClB(Cl)Cl,283.15,0.3236,-1.128247094,-3.049258945
,,,,,,,,,,,,,,ClB(Cl)Cl,275.6273263,0.3377,-1.085597352,-3.049258945
,,,,,,,,,,,,,,ClB(Cl)Cl,268.15,0.3548,-1.036201029,-3.049258945
,,,,,,,,,,,,,,ClB(Cl)Cl,260.6260215,0.3767,-0.976306164,-3.049258945
,,,,,,,,,,,,,,ClB(Cl)Cl,253.15,0.4024,-0.91030866,-3.049258945
,,,,,,,,,,,,,,[Br],329.56,0.706,-0.348140041,-3.108134753
,,,,,,,,,,,,,,[Br],316.6881601,0.7905,-0.235089622,-3.108134753
,,,,,,,,,,,,,,[Br],301.7225107,0.911,-0.093212382,-3.108134753
,,,,,,,,,,,,,,[Br],286.4265452,1.0695,0.06719125,-3.108134753
,,,,,,,,,,,,,,[Br],273.71,1.245,0.21913553,-3.108134753
,,,,,,,,,,,,,,Brc1ccccc1,415.65,0.385,-0.954511945,-3.571989018
,,,,,,,,,,,,,,Brc1ccccc1,353.85,0.6,-0.510825624,-3.571989018
,,,,,,,,,,,,,,Brc1ccccc1,306.25,0.972,-0.028399475,-3.571989018
,,,,,,,,,,,,,,Brc1ccccc1,291.35,1.173,0.15956457,-3.571989018
,,,,,,,,,,,,,,Brc1ccccc1,273.05,1.506,0.409457129,-3.571989018
,,,,,,,,,,,,,,CCCC,272.31,0.2041,-1.589145209,-3.914623728
,,,,,,,,,,,,,,CCCC,267.2945016,0.21457,-1.539119254,-3.914623728
,,,,,,,,,,,,,,CCCC,261.4244904,0.22775,-1.479506743,-3.914623728
,,,,,,,,,,,,,,CCCC,255.5544787,0.242065,-1.418548994,-3.914623728
,,,,,,,,,,,,,,CCCC,250.06,0.25666,-1.360003027,-3.914623728
,,,,,,,,,,,,,,CCCC(O)=O,428.91,0.327,-1.117795108,-4.421636709
,,,,,,,,,,,,,,CCCC(O)=O,395.7575395,0.439,-0.823255866,-4.421636709
,,,,,,,,,,,,,,CCCC(O)=O,352.9818241,0.6775,-0.389345726,-4.421636709
,,,,,,,,,,,,,,CCCC(O)=O,311.1812894,1.156,0.14496577,-4.421636709
,,,,,,,,,,,,,,CCCC(O)=O,276.36,2.128,0.755182571,-4.421636709
,,,,,,,,,,,,,,CCCCOC(C)=O,373.15,0.3044,-1.189412653,-4.45034804
,,,,,,,,,,,,,,CCCCOC(C)=O,333.15,0.4476,-0.803855303,-4.45034804
,,,,,,,,,,,,,,CCCCOC(C)=O,308.1599,0.6042,-0.50385001,-4.45034804
,,,,,,,,,,,,,,CCCCOC(C)=O,293.15,0.7322,-0.311701578,-4.45034804
,,,,,,,,,,,,,,CCCCOC(C)=O,273.1574,1.0035,0.003493889,-4.45034804
,,,,,,,,,,,,,,CCCCN,350.85,0.288,-1.244794799,-4.632692312
,,,,,,,,,,,,,,CCCCN,328.947652,0.3836,-0.958154936,-4.632692312
,,,,,,,,,,,,,,CCCCN,313.15,0.448,-0.802962047,-4.632692312
,,,,,,,,,,,,,,CCCCN,300.6301804,0.5455,-0.606052474,-4.632692312
,,,,,,,,,,,,,,CCCCN,278.15,0.769,-0.262664309,-4.632692312
,,,,,,,,,,,,,,CCCCc1ccccc1,353.15,0.492,-0.709276562,-4.322080082
,,,,,,,,,,,,,,CCCCc1ccccc1,338.0760683,0.576,-0.551647618,-4.322080082
,,,,,,,,,,,,,,CCCCc1ccccc1,318.0714207,0.724,-0.322963887,-4.322080082
,,,,,,,,,,,,,,CCCCc1ccccc1,298.0661496,0.95005,-0.051240664,-4.322080082
,,,,,,,,,,,,,,CCCCc1ccccc1,283.15,1.204,0.185649347,-4.322080082
,,,,,,,,,,,,,,CCCCOC(=O)CCC,373.15,0.3949,-0.929122711,-4.49809779
,,,,,,,,,,,,,,CCCCOC(=O)CCC,342.8585823,0.53615,-0.623341306,-4.49809779
,,,,,,,,,,,,,,CCCCOC(=O)CCC,308.0688707,0.81585,-0.203524764,-4.49809779
,,,,,,,,,,,,,,CCCCOC(=O)CCC,288.0632396,1.10425,0.099166371,-4.49809779
,,,,,,,,,,,,,,CCCCOC(=O)CCC,273.15,1.4409,0.365267918,-4.49809779
,,,,,,,,,,,,,,CCCCCCCCCCCCCC(=O)OCCCC,373.15,1.2778,0.245139849,-7.188539825
,,,,,,,,,,,,,,CCCCCCCCCCCCCC(=O)OCCCC,342.8585823,2.12495,0.753748273,-7.188539825
,,,,,,,,,,,,,,CCCCCCCCCCCCCC(=O)OCCCC,308.0688707,4.6916,1.545773676,-7.188539825
,,,,,,,,,,,,,,CCCCCCCCCCCCCC(=O)OCCCC,288.0632396,8.98555,2.195617731,-7.188539825
,,,,,,,,,,,,,,CCCCCCCCCCCCCC(=O)OCCCC,273.15,16.6113,2.810083187,-7.188539825
,,,,,,,,,,,,,,CCCCOCCCC,373.15,0.2931,-1.227241431,-4.409612429
,,,,,,,,,,,,,,CCCCOCCCC,342.8585823,0.3894,-0.943148186,-4.409612429
,,,,,,,,,,,,,,CCCCOCCCC,308.0688707,0.57145,-0.559578289,-4.409612429
,,,,,,,,,,,,,,CCCCOCCCC,288.0632396,0.7476,-0.290887203,-4.409612429
,,,,,,,,,,,,,,CCCCOCCCC,273.15,0.9425,-0.05921936,-4.409612429
,,,,,,,,,,,,,,CCCCOC=O,373.15,0.2882,-1.244100595,-4.470745527
,,,,,,,,,,,,,,CCCCOC=O,342.8585823,0.3843,-0.956331781,-4.470745527
,,,,,,,,,,,,,,CCCCOC=O,308.0688707,0.56615,-0.568896218,-4.470745527
,,,,,,,,,,,,,,CCCCOC=O,288.0632396,0.7442,-0.295445463,-4.470745527
,,,,,,,,,,,,,,CCCCOC=O,273.15,0.9398,-0.062088192,-4.470745527
,,,,,,,,,,,,,,CCCCOc1ccccc1,482.45,0.227,-1.482805262,-4.537850622
,,,,,,,,,,,,,,CCCCOc1ccccc1,445.65,0.2985,-1.208985346,-4.537850622
,,,,,,,,,,,,,,CCCCOc1ccccc1,413.55,0.3916,-0.937514368,-4.537850622
,,,,,,,,,,,,,,CCCCOc1ccccc1,383.15,0.5094,-0.674521716,-4.537850622
,,,,,,,,,,,,,,CCCCOc1ccccc1,296.1,1.786,0.579978482,-4.537850622
,,,,,,,,,,,,,,CCCCOC(=O)CC,373.15,0.3435,-1.068568167,-4.367226904
,,,,,,,,,,,,,,CCCCOC(=O)CC,342.8585823,0.46125,-0.773815084,-4.367226904
,,,,,,,,,,,,,,CCCCOC(=O)CC,308.0688707,0.6828,-0.381553288,-4.367226904
,,,,,,,,,,,,,,CCCCOC(=O)CC,288.0632396,0.90505,-0.099765088,-4.367226904
,,,,,,,,,,,,,,CCCCOC(=O)CC,273.15,1.155,0.144100344,-4.367226904
,,,,,,,,,,,,,,CCCCOC(=O)CCCC,373.15,0.4556,-0.786140047,-4.511185729
,,,,,,,,,,,,,,CCCCOC(=O)CCCC,342.8585823,0.6271,-0.466649261,-4.511185729
,,,,,,,,,,,,,,CCCCOC(=O)CCCC,308.0688707,0.97655,-0.023729327,-4.511185729
,,,,,,,,,,,,,,CCCCOC(=O)CCCC,288.0632396,1.3474,0.29817681,-4.511185729
,,,,,,,,,,,,,,CCCCOC(=O)CCCC,273.15,1.7899,0.582159752,-4.511185729
,,,,,,,,,,,,,,CCCC=O,348.05,0.264,-1.331806176,-4.203545636
,,,,,,,,,,,,,,CCCC=O,339.3215732,0.28425,-1.257901146,-4.203545636
,,,,,,,,,,,,,,CCCC=O,328.6556392,0.3128,-1.16219127,-4.203545636
,,,,,,,,,,,,,,CCCC=O,317.7848616,0.347,-1.058430499,-4.203545636
,,,,,,,,,,,,,,CCCC=O,291.5,0.4575,-0.781978394,-4.203545636
,,,,,,,,,,,,,,CCCC(N)=O,489.15,0.3858,-0.952436179,-6.459420924
,,,,,,,,,,,,,,CCCC(N)=O,470.6789242,0.4804,-0.733136189,-6.459420924
,,,,,,,,,,,,,,CCCC(N)=O,449.55,0.6266,-0.4674469,-6.459420924
,,,,,,,,,,,,,,CCCC(N)=O,422.3609974,0.9318,-0.07063708,-6.459420924
,,,,,,,,,,,,,,CCCC(N)=O,394.15,1.455,0.375005901,-6.459420924
,,,,,,,,,,,,,,CCCC(=O)OC(=O)CCC,413.15,0.376,-0.978166136,-4.444593495
,,,,,,,,,,,,,,CCCC(=O)OC(=O)CCC,373.15,0.553,-0.592397277,-4.444593495
,,,,,,,,,,,,,,CCCC(=O)OC(=O)CCC,333.15,0.861,-0.149660775,-4.444593495
,,,,,,,,,,,,,,CCCC(=O)OC(=O)CCC,313.15,1.14,0.131028262,-4.444593495
,,,,,,,,,,,,,,CCCC(=O)OC(=O)CCC,293.15,1.571,0.451712359,-4.444593495
,,,,,,,,,,,,,,CCCC#N,391.15,0.234,-1.452434164,-4.187245919
,,,,,,,,,,,,,,CCCC#N,368.764979,0.2784,-1.278696351,-4.187245919
,,,,,,,,,,,,,,CCCC#N,343.05,0.3467,-1.059295426,-4.187245919
,,,,,,,,,,,,,,CCCC#N,308.3589318,0.4914,-0.710496819,-4.187245919
,,,,,,,,,,,,,,CCCC#N,288.1527,0.624,-0.471604911,-4.187245919
,,,,,,,,,,,,,,CCCC(Cl)=O,373.45,0.275,-1.290984181,-3.986405306
,,,,,,,,,,,,,,CCCC(Cl)=O,363.4325928,0.2961,-1.217058044,-3.986405306
,,,,,,,,,,,,,,CCCC(Cl)=O,348.75,0.3322,-1.102018082,-3.986405306
,,,,,,,,,,,,,,CCCC(Cl)=O,325.2339813,0.41155,-0.88782476,-3.986405306
,,,,,,,,,,,,,,CCCC(Cl)=O,293.75,0.5735,-0.555997342,-3.986405306
,,,,,,,,,,,,,,CC1(C)C2CCC1(C)C(=O)C2,493.35,0.372,-0.988861425,-7.520928024
,,,,,,,,,,,,,,CC1(C)C2CCC1(C)C(=O)C2,479.4765954,0.4265,-0.852142912,-7.520928024
,,,,,,,,,,,,,,CC1(C)C2CCC1(C)C(=O)C2,468.05,0.524,-0.646263595,-7.520928024
,,,,,,,,,,,,,,CC1(C)C2CCC1(C)C(=O)C2,460.6858856,0.5755,-0.552516051,-7.520928024
,,,,,,,,,,,,,,CC1(C)C2CCC1(C)C(=O)C2,453.15,0.646,-0.436955775,-7.520928024
,,,,,,,,,,,,,,S=C=S,319.11,0.306,-1.184170177,-3.226896748
,,,,,,,,,,,,,,S=C=S,303.45,0.342,-1.072944542,-3.226896748
,,,,,,,,,,,,,,S=C=S,293.09,0.367,-1.002393431,-3.226896748
,,,,,,,,,,,,,,S=C=S,282.6,0.397,-0.923818998,-3.226896748
,,,,,,,,,,,,,,S=C=S,273.154,0.436,-0.830113036,-3.226896748
,,,,,,,,,,,,,,ClC(Cl)(Cl)Cl,453.15,0.201,-1.604450371,-4.415680141
,,,,,,,,,,,,,,ClC(Cl)(Cl)Cl,383.15,0.352,-1.044124103,-4.415680141
,,,,,,,,,,,,,,ClC(Cl)(Cl)Cl,336.02,0.5659,-0.569337895,-4.415680141
,,,,,,,,,,,,,,ClC(Cl)(Cl)Cl,308.36,0.7855,-0.241434821,-4.415680141
,,,,,,,,,,,,,,ClC(Cl)(Cl)Cl,273.754,1.3322,0.286831711,-4.415680141
,,,,,,,,,,,,,,Clc1ccccc1,313.15,0.639,-0.447850825,-4.81997846
,,,,,,,,,,,,,,Clc1ccccc1,303.15178,0.714,-0.336872317,-4.81997846
,,,,,,,,,,,,,,Clc1ccccc1,298.15,0.8131,-0.206901176,-4.81997846
,,,,,,,,,,,,,,Clc1ccccc1,293.15,0.8522,-0.159934038,-4.81997846
,,,,,,,,,,,,,,Clc1ccccc1,288.15,0.9132,-0.090800364,-4.81997846
,,,,,,,,,,,,,,FCCl,314.55,0.2167,-1.52924137,-3.832546065
,,,,,,,,,,,,,,FCCl,299.75,0.2431,-1.414282398,-3.832546065
,,,,,,,,,,,,,,FCCl,284.16,0.2768,-1.284460055,-3.832546065
,,,,,,,,,,,,,,FCCl,270.66,0.3127,-1.162511015,-3.832546065
,,,,,,,,,,,,,,FCCl,255.39,0.3662,-1.004575647,-3.832546065
,,,,,,,,,,,,,,ClC(Cl)Cl,353.2,0.3397,-1.079692404,-3.647196137
,,,,,,,,,,,,,,ClC(Cl)Cl,312.5680402,0.4676,-0.760142049,-3.647196137
,,,,,,,,,,,,,,ClC(Cl)Cl,301.101247,0.5327,-0.629796865,-3.647196137
,,,,,,,,,,,,,,ClC(Cl)Cl,288.6097985,0.59495,-0.519277911,-3.647196137
,,,,,,,,,,,,,,ClC(Cl)Cl,252.55,0.9278,-0.074939087,-3.647196137
,,,,,,,,,,,,,,Cl\C=C/Cl,298.15,0.444,-0.811930717,-3.656076699
,,,,,,,,,,,,,,Cl\C=C/Cl,285.6281201,0.503,-0.687165109,-3.656076699
,,,,,,,,,,,,,,Cl\C=C/Cl,275.6273263,0.5615,-0.577143505,-3.656076699
,,,,,,,,,,,,,,Cl\C=C/Cl,265.6264728,0.628,-0.465215113,-3.656076699
,,,,,,,,,,,,,,Cl\C=C/Cl,253.15,0.738,-0.303811454,-3.656076699
,,,,,,,,,,,,,,C1CC[C@@H]2CCCC[C@@H]2C1,453.15,0.439,-0.823255866,-4.804917956
,,,,,,,,,,,,,,C1CC[C@@H]2CCCC[C@@H]2C1,398.0872096,0.718,-0.33128571,-4.804917956
,,,,,,,,,,,,,,C1CC[C@@H]2CCCC[C@@H]2C1,348.0781919,1.2755,0.243338259,-4.804917956
,,,,,,,,,,,,,,C1CC[C@@H]2CCCC[C@@H]2C1,298.0661496,3.052,1.115797113,-4.804917956
,,,,,,,,,,,,,,C1CC[C@@H]2CCCC[C@@H]2C1,253.15,10.677,2.368091895,-4.804917956
,,,,,,,,,,,,,,CC(C)c1ccccc1,313.15,0.611,-0.49265832,-4.4089881
,,,,,,,,,,,,,,CC(C)c1ccccc1,303.15,0.691,-0.369615455,-4.4089881
,,,,,,,,,,,,,,CC(C)c1ccccc1,293.15,0.788,-0.238257189,-4.4089881
,,,,,,,,,,,,,,CC(C)c1ccccc1,283.15,0.915,-0.088831214,-4.4089881
,,,,,,,,,,,,,,CC(C)c1ccccc1,273.15,1.075,0.072320662,-4.4089881
,,,,,,,,,,,,,,C1CCCCC1,353.43,0.41347,-0.883170319,-5.074708218
,,,,,,,,,,,,,,C1CCCCC1,335.5296349,0.51452,-0.664520852,-5.074708218
,,,,,,,,,,,,,,C1CCCCC1,316.97,0.66261,-0.411568697,-5.074708218
,,,,,,,,,,,,,,C1CCCCC1,298.4195895,0.88716,-0.11972993,-5.074708218
,,,,,,,,,,,,,,C1CCCCC1,279.86,1.2522,0.224902004,-5.074708218
,,,,,,,,,,,,,,OC1CCCCC1,431.65,0.589,-0.529329095,-9.660676846
,,,,,,,,,,,,,,OC1CCCCC1,416.4606182,0.8035,-0.218778094,-9.660676846
,,,,,,,,,,,,,,OC1CCCCC1,397.85,1.152,0.141499562,-9.660676846
,,,,,,,,,,,,,,OC1CCCCC1,367.791995,2.268,0.818898386,-9.660676846
,,,,,,,,,,,,,,OC1CCCCC1,312.2549,20.32,3.011605623,-9.660676846
,,,,,,,,,,,,,,O=C1CCCCC1,426.65,0.391,-0.939047719,-4.730448417
,,,,,,,,,,,,,,O=C1CCCCC1,392.2364991,0.547,-0.603306477,-4.730448417
,,,,,,,,,,,,,,O=C1CCCCC1,334.9254273,1.092,0.088010877,-4.730448417
,,,,,,,,,,,,,,O=C1CCCCC1,296.6666985,2.0515,0.718571233,-4.730448417
,,,,,,,,,,,,,,O=C1CCCCC1,288.1511,2.518,0.923464936,-4.730448417
,,,,,,,,,,,,,,C1CCC=CC1,356.85,0.335,-1.093624747,-4.232181293
,,,,,,,,,,,,,,C1CCC=CC1,338.4912501,0.4026,-0.909811766,-4.232181293
,,,,,,,,,,,,,,C1CCC=CC1,313.9479615,0.5415,-0.613412213,-4.232181293
,,,,,,,,,,,,,,C1CCC=CC1,292.4993089,0.67465,-0.393561241,-4.232181293
,,,,,,,,,,,,,,C1CCC=CC1,273.1517,0.883,-0.124430078,-4.232181293
,,,,,,,,,,,,,,NC1CCCCC1,405.65,0.4,-0.916290732,-5.463190902
,,,,,,,,,,,,,,NC1CCCCC1,392.8068402,0.4561,-0.785043195,-5.463190902
,,,,,,,,,,,,,,NC1CCCCC1,364.8342577,0.633,-0.457284857,-5.463190902
,,,,,,,,,,,,,,NC1CCCCC1,327.7004191,1.10025,0.095537427,-5.463190902
,,,,,,,,,,,,,,NC1CCCCC1,288.25,2.472,0.90502754,-5.463190902
,,,,,,,,,,,,,,BrC1CCCCC1,435.15,0.424,-0.858021824,-4.170672677
,,,,,,,,,,,,,,BrC1CCCCC1,417.5961051,0.488,-0.717439873,-4.170672677
,,,,,,,,,,,,,,BrC1CCCCC1,394.15,0.5975,-0.515000995,-4.170672677
,,,,,,,,,,,,,,BrC1CCCCC1,370.4839156,0.76095,-0.273187626,-4.170672677
,,,,,,,,,,,,,,BrC1CCCCC1,289.35,2.6,0.955511445,-4.170672677
,,,,,,,,,,,,,,C1CCCC1,313.15,0.354,-1.038458366,-4.101369804
,,,,,,,,,,,,,,C1CCCC1,303.15,0.3905,-0.94032731,-4.101369804
,,,,,,,,,,,,,,C1CCCC1,293.15,0.439,-0.823255866,-4.101369804
,,,,,,,,,,,,,,C1CCCC1,285.6286605,0.4755,-0.743388397,-4.101369804
,,,,,,,,,,,,,,C1CCCC1,273.1517,0.555,-0.588787165,-4.101369804
,,,,,,,,,,,,,,CCCCCCCCCC,446.75,0.2032,-1.593564563,-4.492323903
,,,,,,,,,,,,,,CCCCCCCCCC,394.8846809,0.30153,-1.198885765,-4.492323903
,,,,,,,,,,,,,,CCCCCCCCCC,344.18,0.4815,-0.730849048,-4.492323903
,,,,,,,,,,,,,,CCCCCCCCCC,297.0795638,0.862525,-0.147891145,-4.492323903
,,,,,,,,,,,,,,CCCCCCCCCC,250.69,2.0354,0.71069236,-4.492323903
,,,,,,,,,,,,,,CCCCCCCCC=C,413.15,0.243,-1.414693836,-4.401603527
,,,,,,,,,,,,,,CCCCCCCCC=C,373.15,0.338,-1.084709383,-4.401603527
,,,,,,,,,,,,,,CCCCCCCCC=C,333.15,0.504,-0.685179011,-4.401603527
,,,,,,,,,,,,,,CCCCCCCCC=C,313.15,0.636,-0.452556716,-4.401603527
,,,,,,,,,,,,,,CCCCCCCCC=C,293.15,0.828,-0.188742125,-4.401603527
,,,,,,,,,,,,,,O([2H])[2H],374.19,0.3252,-1.123314901,-6.279160799
,,,,,,,,,,,,,,O([2H])[2H],350.4944093,0.4305,-0.842807955,-6.279160799
,,,,,,,,,,,,,,O([2H])[2H],325.8343646,0.621785,-0.475160905,-6.279160799
,,,,,,,,,,,,,,O([2H])[2H],301.1743126,1.0177,0.017545179,-6.279160799
,,,,,,,,,,,,,,O([2H])[2H],276.97,2.0864,0.735440093,-6.279160799
,,,,,,,,,,,,,,CCCCNCCCC,432.15,0.2124,-1.54928399,-4.881891052
,,,,,,,,,,,,,,CCCCNCCCC,398.15,0.281,-1.26940061,-4.881891052
,,,,,,,,,,,,,,CCCCNCCCC,373.15,0.354,-1.038458366,-4.881891052
,,,,,,,,,,,,,,CCCCNCCCC,318.15,0.676,-0.391562203,-4.881891052
,,,,,,,,,,,,,,CCCCNCCCC,278.1531,1.279,0.246078523,-4.881891052
,,,,,,,,,,,,,,CCCCOC(=O)OCCCC,433.15,0.41,-0.891598119,-3.867452078
,,,,,,,,,,,,,,CCCCOC(=O)OCCCC,382.8890056,0.679,-0.387134151,-3.867452078
,,,,,,,,,,,,,,CCCCOC(=O)OCCCC,342.8585823,0.92,-0.083381609,-3.867452078
,,,,,,,,,,,,,,CCCCOC(=O)OCCCC,318.0714207,1.229,0.206200831,-3.867452078
,,,,,,,,,,,,,,CCCCOC(=O)OCCCC,293.15,1.92,0.652325186,-3.867452078
,,,,,,,,,,,,,,OC(=O)C(Cl)Cl,462.65,0.5034,-0.686370196,-4.799099329
,,,,,,,,,,,,,,OC(=O)C(Cl)Cl,442.9243428,0.6136,-0.488412029,-4.799099329
,,,,,,,,,,,,,,OC(=O)C(Cl)Cl,403.0445512,0.968,-0.032523192,-4.799099329
,,,,,,,,,,,,,,OC(=O)C(Cl)Cl,366.7066998,1.5425,0.433404477,-4.799099329
,,,,,,,,,,,,,,OC(=O)C(Cl)Cl,292.45,5.48,1.701105101,-4.799099329
,,,,,,,,,,,,,,FC(Cl)Cl,346.71,0.2,-1.609437912,-3.958054782
,,,,,,,,,,,,,,FC(Cl)Cl,309,0.247,-1.398366942,-3.958054782
,,,,,,,,,,,,,,FC(Cl)Cl,291.18,0.2978,-1.211333159,-3.958054782
,,,,,,,,,,,,,,FC(Cl)Cl,273,0.362,-1.016111067,-3.958054782
,,,,,,,,,,,,,,FC(Cl)Cl,250.74,0.5066,-0.680033541,-3.958054782
,,,,,,,,,,,,,,ClCCl,373.98,0.2366,-1.441384327,-3.699646571
,,,,,,,,,,,,,,ClCCl,311.9297886,0.3663,-1.004302609,-3.699646571
,,,,,,,,,,,,,,ClCCl,299.7465968,0.409,-0.894040123,-3.699646571
,,,,,,,,,,,,,,ClCCl,285.8670765,0.4671,-0.761211911,-3.699646571
,,,,,,,,,,,,,,ClCCl,265.81,0.5793,-0.545934801,-3.699646571
,,,,,,,,,,,,,,CCOC(=O)OCC,393.15,0.334,-1.096614286,-3.499265008
,,,,,,,,,,,,,,CCOC(=O)OCC,342.8585823,0.47,-0.755022584,-3.499265008
,,,,,,,,,,,,,,CCOC(=O)OCC,318.15,0.578,-0.54818141,-3.499265008
,,,,,,,,,,,,,,CCOC(=O)OCC,305.6295518,0.6825,-0.381992752,-3.499265008
,,,,,,,,,,,,,,CCOC(=O)OCC,293.1526,0.813,-0.207024169,-3.499265008
,,,,,,,,,,,,,,CCNCC,329.1,0.225,-1.491654877,-4.858053866
,,,,,,,,,,,,,,CCNCC,320.3255268,0.245,-1.406497068,-4.858053866
,,,,,,,,,,,,,,CCNCC,311.9453839,0.2706,-1.307113563,-4.858053866
,,,,,,,,,,,,,,CCNCC,298.0661496,0.3185,-1.144132804,-4.858053866
,,,,,,,,,,,,,,CCNCC,283.15,0.3878,-0.947265536,-4.858053866
,,,,,,,,,,,,,,OCCOCCO.O[N+]([O-])=O.O[N+]([O-])=O,333.15,2.7473,1.010618611,-7.192246121
,,,,,,,,,,,,,,OCCOCCO.O[N+]([O-])=O.O[N+]([O-])=O,320.6305083,3.66395,1.2985418,-7.192246121
,,,,,,,,,,,,,,OCCOCCO.O[N+]([O-])=O.O[N+]([O-])=O,308.0688707,5.04055,1.617515203,-7.192246121
,,,,,,,,,,,,,,OCCOCCO.O[N+]([O-])=O.O[N+]([O-])=O,295.6288601,7.38795,1.999850295,-7.192246121
,,,,,,,,,,,,,,OCCOCCO.O[N+]([O-])=O.O[N+]([O-])=O,283.15,11.9048,2.47694168,-7.192246121
,,,,,,,,,,,,,,OC(=O)C(F)F,333.15,1.296,0.259282598,-5.807203308
,,,,,,,,,,,,,,OC(=O)C(F)F,323.15,1.55,0.438254931,-5.807203308
,,,,,,,,,,,,,,OC(=O)C(F)F,315.15,1.904,0.643956936,-5.807203308
,,,,,,,,,,,,,,OC(=O)C(F)F,303.15,2.332,0.846726268,-5.807203308
,,,,,,,,,,,,,,OC(=O)C(F)F,293.15,2.9828,1.092862457,-5.807203308
,,,,,,,,,,,,,,CCCCCCCNCCCCCCC,423.15,0.498,-0.697155202,-5.00719873
,,,,,,,,,,,,,,CCCCCCCNCCCCCCC,373.15,0.883,-0.124430078,-5.00719873
,,,,,,,,,,,,,,CCCCCCCNCCCCCCC,338.15,1.399,0.335757696,-5.00719873
,,,,,,,,,,,,,,CCCCCCCNCCCCCCC,318.15,1.995,0.69064405,-5.00719873
,,,,,,,,,,,,,,CCCCCCCNCCCCCCC,298.15,3.106,1.133335725,-5.00719873
,,,,,,,,,,,,,,CC(C)CNCC(C)C,398.15,0.245,-1.406497068,-4.697726695
,,,,,,,,,,,,,,CC(C)CNCC(C)C,353.15,0.365,-1.007857925,-4.697726695
,,,,,,,,,,,,,,CC(C)CNCC(C)C,318.15,0.542,-0.612489278,-4.697726695
,,,,,,,,,,,,,,CC(C)CNCC(C)C,298.15,0.726,-0.320205264,-4.697726695
,,,,,,,,,,,,,,CC(C)CNCC(C)C,278.15,1.009,0.008959741,-4.697726695
,,,,,,,,,,,,,,CC(C)CCNCCC(C)C,423.15,0.287,-1.248273063,-4.923972349
,,,,,,,,,,,,,,CC(C)CCNCCC(C)C,362.8746317,0.507,-0.679244275,-4.923972349
,,,,,,,,,,,,,,CC(C)CCNCCC(C)C,328.15,0.789,-0.236988958,-4.923972349
,,,,,,,,,,,,,,CC(C)CCNCCC(C)C,303.0675326,1.189,0.173112618,-4.923972349
,,,,,,,,,,,,,,CC(C)CCNCCC(C)C,278.15,1.953,0.669366652,-4.923972349
,,,,,,,,,,,,,,CC(C)NC(C)C,353.15,0.227,-1.482805262,-4.410969607
,,,,,,,,,,,,,,CC(C)NC(C)C,333.15,0.273,-1.298283484,-4.410969607
,,,,,,,,,,,,,,CC(C)NC(C)C,313.15,0.333,-1.099612789,-4.410969607
,,,,,,,,,,,,,,CC(C)NC(C)C,293.15,0.415,-0.879476759,-4.410969607
,,,,,,,,,,,,,,CC(C)NC(C)C,283.15,0.473,-0.74865989,-4.410969607
,,,,,,,,,,,,,,COC(=O)OC,373.15,0.323,-1.130102956,-3.661414124
,,,,,,,,,,,,,,COC(=O)OC,328.0738153,0.4135,-0.883097765,-3.661414124
,,,,,,,,,,,,,,COC(=O)OC,315.6301996,0.4795,-0.735011385,-3.661414124
,,,,,,,,,,,,,,COC(=O)OC,305.6295518,0.5345,-0.626423549,-3.661414124
,,,,,,,,,,,,,,COC(=O)OC,293.1526,0.625,-0.470003629,-3.661414124
,,,,,,,,,,,,,,CCCCCNCCCCC,423.15,0.31,-1.171182982,-4.934247558
,,,,,,,,,,,,,,CCCCCNCCCCC,360.2167545,0.5675,-0.56651453,-4.934247558
,,,,,,,,,,,,,,CCCCCNCCCCC,328.15,0.855,-0.15665381,-4.934247558
,,,,,,,,,,,,,,CCCCCNCCCCC,303.0675326,1.3135,0.27269533,-4.934247558
,,,,,,,,,,,,,,CCCCCNCCCCC,278.15,2.256,0.813593334,-4.934247558
,,,,,,,,,,,,,,N(c1ccccc1)c2ccccc2,403.15,1.04,0.039220713,-9.215953012
,,,,,,,,,,,,,,N(c1ccccc1)c2ccccc2,354.15,2.5252,0.926320268,-9.215953012
,,,,,,,,,,,,,,N(c1ccccc1)c2ccccc2,334.15,4.1701,1.427940016,-9.215953012
,,,,,,,,,,,,,,N(c1ccccc1)c2ccccc2,313.15,8.5179,2.142169832,-9.215953012
,,,,,,,,,,,,,,N(c1ccccc1)c2ccccc2,303.15,13.5682,2.60772882,-9.215953012
,,,,,,,,,,,,,,C(c1ccccc1)c2ccccc2,533.65,0.259,-1.350927217,-4.335274775
