,T1,T2,T3,T4,T5
1114,288.25,355.7875,423.325,490.86249999999995,558.4
1115,302.36,353.3075,404.255,455.2025,506.15
1116,179.65,242.15,304.65,367.15,429.65
1117,276.15,404.0625,531.9749999999999,659.8874999999999,787.8
1118,215.0,270.675,326.35,382.025,437.7
1119,282.65,305.025,327.4,349.775,372.15
1120,172.22,226.1425,280.065,333.9875,387.91
1121,160.89,216.4175,271.945,327.47249999999997,383.0
1122,198.0,274.5,351.0,427.5,504.0
1123,246.3,307.7,369.1,430.5,491.9
1124,159.78,220.7875,281.795,342.8025,403.81
1125,165.0,230.95749999999998,296.91499999999996,362.8725,428.83
1126,207.4,257.995,308.59,359.18499999999995,409.78
1127,188.75,244.9875,301.225,357.4625,413.7
1128,265.05,340.3075,415.56500000000005,490.82250000000005,566.08
1129,250.08,347.56,445.04,542.52,640.0
1130,279.01,371.7575,464.505,557.2525,650.0
1131,283.46,312.59499999999997,341.73,370.865,400.0
1132,173.55,285.1625,396.775,508.3875,620.0
1133,230.06,312.945,395.83000000000004,478.71500000000003,561.6
1134,190.15,288.165,386.18,484.19500000000005,582.21
1135,143.42,218.815,294.21,369.605,445.0
1136,185.71,248.9025,312.095,375.2875,438.48
1137,283.07,382.3025,481.53499999999997,580.7674999999999,680.0
1138,199.1,283.7175,368.33500000000004,452.9525,537.57
1139,172.95,264.7125,356.475,448.2375,540.0
1140,171.45,253.58749999999998,335.725,417.8625,500.0
1141,216.38,302.28499999999997,388.19,474.095,560.0
1142,270.48,377.91,485.34000000000003,592.77,700.2
1143,220.15,301.2375,382.325,463.4125,544.5
1144,153.75,246.5625,339.375,432.1875,525.0
1145,154.9,247.425,339.95,432.475,525.0
1146,164.16,254.37,344.58,434.78999999999996,525.0
1147,219.15,323.6625,428.175,532.6875,637.2
1148,290.0,375.0,460.0,545.0,630.0
1149,256.11,344.2275,432.345,520.4625000000001,608.58
1150,210.02,306.96000000000004,403.9,500.84000000000003,597.78
1151,168.01,236.01,304.01,372.01,440.01
1152,273.15,341.11249999999995,409.075,477.0375,545.0
1153,291.85,383.13750000000005,474.425,565.7125,657.0
1154,291.62,387.5325,483.445,579.3575,675.27
1155,162.33,244.5975,326.865,409.13249999999994,491.4
1156,224.95,295.5,366.04999999999995,436.59999999999997,507.15
1157,185.55,282.87,380.19000000000005,477.51000000000005,574.83
1158,178.47,246.3525,314.235,382.11749999999995,450.0
1159,175.15,227.8625,280.575,333.2875,386.0
1160,228.42,323.815,419.21,514.605,610.0
1161,177.14,262.855,348.57,434.28499999999997,520.0
1162,243.15,330.165,417.18,504.19500000000005,591.21
1163,230.0,317.8275,405.655,493.48249999999996,581.31
1164,177.83,245.8725,313.915,381.9575,450.0
1165,291.308,380.931,470.554,560.1769999999999,649.8
1166,225.15,328.3425,431.53499999999997,534.7275,637.92
1167,182.57,269.4275,356.28499999999997,443.1425,530.0
1168,295.134,386.8005,478.467,570.1334999999999,661.8
1169,154.55,247.16250000000002,339.775,432.3875,525.0
1170,197.5,306.3,415.1,523.9000000000001,632.7
1171,292.0,358.095,424.19,490.28499999999997,556.38
1172,178.2,284.9,391.6,498.3,605.0
1173,214.15,295.365,376.58,457.795,539.01
1174,228.85,314.355,399.86,485.365,570.87
1175,200.15,286.4625,372.775,459.0875,545.4
1176,265.15,363.945,462.74,561.5350000000001,660.33
1177,178.15,255.1575,332.165,409.1725,486.18
1178,138.7,229.02499999999998,319.35,409.675,500.0
1179,153.91,227.9325,301.955,375.9775,450.0
1180,141.23,218.42249999999999,295.615,372.8075,450.0
1181,149.34,224.505,299.67,374.835,450.0
1182,252.15,358.26750000000004,464.385,570.5025,676.62
1183,227.35,324.9075,422.46500000000003,520.0225,617.58
1184,170.26,260.5575,350.855,441.15250000000003,531.45
1185,145.19,221.39249999999998,297.595,373.7975,450.0
1186,174.28,243.21,312.14,381.07000000000005,450.0
1187,286.402,364.8015,443.201,521.6005,600.0
1188,225.3,318.975,412.65,506.325,600.0
1189,247.98,340.985,433.99,526.995,620.0
1190,278.16,333.94500000000005,389.73,445.515,501.3
1191,291.35,334.01,376.67,419.33000000000004,461.99
1192,266.65,337.66499999999996,408.68,479.69500000000005,550.71
1193,177.55,275.115,372.67999999999995,470.24499999999995,567.81
1194,252.15,307.4,362.65,417.9,473.15
1195,199.15,276.5325,353.915,431.2975,508.68
1196,172.71,259.5825,346.45500000000004,433.3275,520.2
1197,206.89,305.1675,403.445,501.72249999999997,600.0
1198,243.51,332.6325,421.755,510.8775,600.0
1199,200.15,300.435,400.71999999999997,501.005,601.29
1200,255.6,331.0875,406.575,482.06249999999994,557.55
1201,179.28,259.46000000000004,339.64,419.82000000000005,500.0
1202,280.14,377.595,475.05,572.505,669.96
1203,255.45,332.6175,409.78499999999997,486.9525,564.12
1204,279.69,344.7675,409.845,474.9225,540.0
1205,216.05,300.6825,385.31500000000005,469.94750000000005,554.58
1206,220.64,315.84749999999997,411.055,506.26250000000005,601.47
1207,255.72,344.205,432.69,521.175,609.66
1208,209.5,292.395,375.29,458.18500000000006,541.08
1209,174.15,255.8475,337.545,419.24249999999995,500.94
1210,209.65,301.2825,392.91499999999996,484.5475,576.18
1211,233.15,366.99,500.83,634.67,768.51
1212,297.15,414.27,531.39,648.51,765.63
1213,244.25,335.7825,427.315,518.8475,610.38
1214,278.68,344.01,409.34000000000003,474.67,540.0
1215,223.99,322.9925,421.995,520.9975,620.0
1216,247.57,338.1775,428.78499999999997,519.3924999999999,610.0
1217,265.75,356.0475,446.345,536.6425,626.94
1218,165.78,256.83500000000004,347.89,438.94500000000005,530.0
1219,167.39,258.0425,348.695,439.34749999999997,530.0
1220,251.51,319.03125,386.5525,454.07375,521.595
1221,248.57,316.4275,384.28499999999997,452.1425,520.0
1222,229.33,328.2475,427.165,526.0825,625.0
