SMILES,lnA,EaR
c1(N(C)C)ccccc1,23.00013919,-5383.629812
n1c(C)cccc1,22.75659725,-4565.662706
C/C=CC#N,22.71910018,-4280.175449
CCS,22.37244034,-3381.900409
CCCS,22.38047946,-3743.355285
CC(C)(C)S,21.66305216,-3416.632873
CC(C)CS,22.62291227,-4077.637491
CC(S)CC,22.53962018,-4003.026279
CCCCCCS,22.86717947,-4886.184232
CCCCCCCCCS,23.44952377,-5940.250786
CCCCCCCCS,23.176864,-5568.01822
CC(S)C,22.32813559,-3563.357252
C1(S)CCCCC1,22.34459332,-4729.005592
c1(CS)ccccc1,22.80529396,-5392.885712
CSCC,22.2862632,-3699.042197
CSCCC,22.61296106,-4139.804772
CSC(C)(C)C,22.15479819,-3994.729591
CSC(C)(C)CC,22.36729715,-4634.446908
CCCSCCC,23.01448838,-4844.049247
CCSCC,22.50811111,-4041.151939
CCSCCCCCCCC,23.44734466,-6079.941113
CSC,22.15950232,-3323.873768
S1C=CC=C1,22.14785143,-3810.289788
CCSSCC,22.95460614,-4946.739397
CCCCCCCCCCCS,23.96465157,-6661.601471
c1(C)c(C)c(Cl)ccc1,22.61875665,-5159.847622
c1(C)c(C)cc(Cl)cc1,22.66467695,-5230.485789
c1ccccc1(Cl),22.34864975,-4415.16325
c1(Cl)ccccc1(Cl),22.30234902,-4934.888351
c1c(Cl)cccc1(Cl),22.44229225,-4905.624587
c1ccccc1(C(Cl)(Cl)(Cl)),22.13374637,-5206.376344
c1(C)ccccc1(Cl),22.54470391,-4800.458716
c1cc(C)ccc1(Cl),22.44362414,-4777.254243
c1c(Cl)c(C)ccc1(Cl),22.83371069,-5414.908849
Cl/C=CCl,21.99883722,-3518.68938
Cl/C=C/Cl,22.0576251,-3387.213713
C1(Cl)=C(Cl)C(Cl)(Cl)C(Cl)=C1(Cl),22.77283139,-5814.213289
C=C(Cl)C=C,23.27013834,-3872.083609
CCCCl,22.28733542,-3480.979165
CCCCCl,22.47503122,-3907.363156
CCC(Cl)C,22.43866764,-3754.115705
CCCCCCl,22.51668693,-4234.274521
c12c(Cl)cccc1cccc2,22.89161082,-6121.864572
ClC(Cl)C(Cl)(Cl)Cl,22.11669663,-4626.824499
C=C(Cl)Cl,22.3852919,-3342.094839
c1(Cl)c(Cl)cc(Cl)cc1,22.69386215,-5451.999954
ClC/C=CCCl,22.78405331,-4843.366416
c1c(Cl)cccc1C(=O)Cl,23.32666954,-5900.209381
C=CC(Cl)CCl,22.77574971,-4429.236845
ClC/C=C(C)Cl,22.5639455,-4504.134877
c1ccccc1C(Cl)Cl,22.44831827,-5343.386904
BrC(F)(F)C(F)(F)Br,22.14531232,-3438.46735
C(F)(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),22.92129732,-3796.070681
FC(F)(F)C(F)(F)C(F)C(F)C(F)(F)F,23.23390649,-3859.849707
C(F)(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),22.53052273,-4163.948402
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,22.52320493,-4406.782615
Fc1cc(F)ccc1,22.39342753,-3892.422816
Fc1c(F)cccc1,22.32270027,-3979.566914
CCBr,22.2558751,-3373.545253
BrC(Br)C(Br)Br,22.52856358,-5782.873531
CCCBr,22.41413961,-3782.944951
CC(Br)C,22.26543568,-3587.046314
BrCC(Br)C,22.46049357,-4571.234984
BrCCCBr,22.57976203,-4890.475797
CCCCBr,22.64733148,-4211.774727
CCCCCCCBr,23.08108459,-5265.406036
CC(Br)Br,22.44490075,-4209.317361
BrCCBr,22.1366305,-4295.118602
c1(Br)cc(Br)ccc1,22.56636235,-5457.515153
ClC(Cl)(Cl)C(F)(F)F,21.76146526,-3273.864517
c1(Br)ccccc1,22.31767214,-4666.590448
CI,21.91385697,-3286.842501
CCI,22.09240516,-3685.739513
CCCI,22.19663294,-4044.282104
CC(I)C,22.18560253,-3891.306111
C2CCC1CCCC(CC)C1C2,22.93939081,-5758.714264
C1CCCCC1CC(C)C,22.83623514,-5099.983319
C1CCCCC1C(C)(C)C,22.30187385,-4844.649389
CCCCCCCCCCC,23.33436647,-5597.789243
CCCCCCCCCCCC,23.49968558,-5919.465428
CCCCCCCCCCCCC,23.7463988,-6280.983838
CCCCCCCCCCCCCC,23.86665382,-6572.27068
CCCCCCCCCCCCCCC,24.09109676,-6909.376951
CCCCCCCCCCCCCCCC,24.1727763,-7161.256477
CCCCCCCCCCCCCCCCC,24.350557,-7462.649302
CC(C)(C)CCCCCC,22.87233831,-4933.107052
CCC(C)CCCCCC,23.31089916,-5265.559807
CC(C)CCCCCCC,23.32677462,-5265.768879
CCCC(C)CCCCC,23.3133807,-5240.66144
CCCCC(C)CCCC,23.29968228,-5235.056098
CC(C)(C)CC(C)(C)CC(C)CC(C)(C)C,23.97283628,-6551.937854
CC(C)CCCCCC,23.16361811,-4902.291272
CCC(C)CCCCC,23.12508916,-4911.712567
CCCC(C)CCCC,23.14001141,-4897.437022
CCC(CC)CCCC,23.11433298,-4890.307929
CC(C)(C)CCCCC,22.87050009,-4664.465703
CCC(C)CCCCCCC,23.47323052,-5608.877357
CCC(C)CCCCCCCCC,23.87747308,-6282.821714
CCC(C)CCCCCCCCCC,24.17027402,-6669.956926
CCC(C)CCCCCCCC,23.57810392,-5896.974264
C1CCCC1,21.98873695,-3393.645109
C1(C)CCCC1,22.35709881,-3788.941046
C1(CC)CCCC1,22.56984025,-4222.088935
C1(C)(C)CCCC1,22.08996759,-3836.286053
C1[C@@](C)([H])([C@]([H])(C)(CC1)),22.08674406,-3959.396801
C1[C@](C)([H])([C@]([H])(C)(CC1)),22.36955556,-4005.079159
C1[C@@](C)([H])(C[C@]([H])(C)(C1)),22.42723324,-4014.190023
C1[C@](C)([H])(C[C@]([H])(C)(C1)),22.47126945,-4048.494398
C1CCCC1(CCC),22.75126118,-4602.559877
C1CCCC1(C(C)C),22.50431983,-4440.181225
C1CCCC1(C)(CC),22.74589742,-4488.530153
C[C@@H]1CC[C@@H](C)[C@H]1C,22.42399292,-4317.109453
C1(C)(C)CC(C)CC1,22.41265494,-4204.330245
C[C@@H]1C[C@@H](C)[C@@H](C)C1,22.56066422,-4374.605322
C1(C)(C)C(C)CCC1,21.81699631,-4001.479357
C1CCCC1(CCCC),22.94788356,-4979.809021
C(CCCC1)(C1)CCCCC,23.12071599,-5591.827705
CC(C)CCCCCCCC,23.47349259,-5593.568287
CC(C)CCCCCCCCC,23.70154663,-5953.88454
CC(C)CCCCCCCCCC,23.77993109,-6223.503041
CCCCCCCCCC(CC)CC,23.74047102,-6439.790147
CC(C)CCCCCCCCCCC,24.05385755,-6597.305248
C1C2C(CCC1)CC[C@@H](C2)CCCCCC,23.1736039,-6701.918484
C(CCCC1)(C1)CCCCCCCC,23.85139396,-6677.5325
C1CCCCC1,21.78096967,-3628.751086
c1ccccc1(C(C)(C)OO),36.94675129,-11225.4889
CC(C)(C)OO,24.53195998,-5076.501821
C1(OO)CCCCC1,25.69654202,-7050.662649
CC1CCC(C(C)(C)OO)CC1,26.05285052,-7831.871076
C1OCC=C1,22.54534317,-3764.907681
C1=COC=C1,22.29158587,-3294.889938
C1COCC1,22.44640578,-3740.848829
CC(C)(C)OOC(C)(C)C,22.60771186,-4287.302913
OOCCCC,26.52040244,-6158.728792
c1(C(C)C)cccc(C(OO)(C)C)c1,26.88270403,-9672.324447
c1cccc2oc(C)cc21,22.69845097,-5278.260775
CC(C)(C)OOCC=C,22.86938698,-4467.913467
CC(C)(C)OCC(C)OCC(C)OC(C)(C)C,23.70913987,-6834.885901
CC(OC)COC,22.63598338,-4094.176736
CCC(C)OC(C)(C)C,22.37915396,-4235.091273
CC(C)COC(C)(C)C,23.08254288,-4530.734636
CC1OCCO1,22.99829652,-4115.698995
O1C(C)CCC1C,22.24647222,-3921.070522
Cc1ccc(C)o1,22.71761229,-4143.516533
O(CCO1)C1,23.19260323,-4097.162622
c2ccc1occc1c2,22.68284491,-5020.818386
C(Cl)(Cl)(Cl)Cl,21.82575264,-3609.439337
ClC/C=C/CCl,22.56921798,-4771.229211
C(Cl)/C=CCl,22.2962639,-4092.854782
C(Cl)/C=C/Cl,22.20825578,-4128.64339
ClCCCCCl,22.68699987,-4821.622221
ClCCCCCCl,23.1354549,-5370.558234
ClCCl,22.35592249,-3416.070243
ClC(Cl)(CC(Cl)Cl)Cl,22.52524901,-5004.770136
C(Cl)(Cl)Cl,22.26507295,-3606.944966
CC(Cl)Cl,22.43736619,-3629.461459
ClCCCl,22.44249466,-3906.761212
C(Cl)(Cl)CCl,22.37244832,-4225.892868
C(Cl)C(Cl)C,22.47494561,-4087.156612
C(Cl)(Cl)(Cl)C,21.92121309,-3617.883964
C(Cl)(Cl)(Cl)C(Cl),22.38162786,-4434.087416
C(Cl)(Cl)C(Cl)(Cl),22.56988649,-4669.195145
C(Cl)(C)C,22.15899705,-3312.202047
C#CCCl,21.84712596,-3430.50565
C(Cl)C(Cl)C(Cl),22.51593844,-4760.897728
CC(C)CCl,22.44556346,-3787.870717
C(C)(Cl)(C)C,21.64470477,-3276.922533
C(Cl)C(Cl)CC,22.48174577,-4385.019409
CC(Cl)C(Cl)C,22.3876039,-4306.927557
C(Cl)=C(Cl)Cl,22.31874745,-3912.37061
C(Cl)(Cl)=C(Cl)Cl,22.16175227,-4211.894973
C=CC(Cl),22.0620288,-3400.33054
C1CCCCC1(Cl),22.17801626,-4458.369754
C(Cl)(Cl)=C(Cl)C(Cl)=C(Cl)(Cl),22.24803591,-5319.685302
c1ccccc1(CCl),22.74257969,-5139.158014
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,27.42122829,-11015.8104
CC(=O)OCCCCC,23.30316539,-5022.636341
CC(=O)OCC(CC)CCCC,24.11358836,-6024.721244
CC(=O)OCc1ccccc1,23.69238864,-6009.212179
CC(C)COC(=O)C(C)C,23.22226469,-4997.931658
CC(C)CC(=O)OCCC(C)C,23.24537382,-5488.876943
CCCCCCCC/C=CCCCCCCCC(=O)OC,26.11936155,-9169.533622
CCCCCCOC(=O)C,23.81719507,-5529.510699
c1ccccc1(C(=O)OCc2ccccc2),23.95419541,-7502.831635
CCCCOC(=O)c1ccccc1,23.79813919,-6475.590697
CC(=O)OCCCCCCC,23.92931344,-5835.718868
CC(=O)OCCCCCCCC,24.14007963,-6165.171148
CC(=O)OCCCCCCCCC,24.50464678,-6527.593878
CC(=O)OCCCCCCCCCC,24.70320295,-6889.467539
c1c(C(=O)OCCCCCCCC(C)C)c(C(=O)OCCCCCCCC(C)C)ccc1,25.17272521,-10150.234
c1c(C(=O)OCCCCCCC)c(C(=O)OCCCCCCC)ccc1,27.53760575,-10882.70004
c1cc(C(=O)OC)c(O)cc1,23.56134259,-5975.396804
c1c(C(=O)OCCCCCCCCC)c(C(=O)OCCCCCCCCC)ccc1,27.92560599,-11747.99776
c1c(C(=O)OCCC)c(C(=O)OCCC)ccc1,25.20899794,-8224.67
c1c(C(=O)OCC(C)C)c(C(=O)OCC(C)C)ccc1,26.51734724,-9015.607338
c1c(C(=O)OCCCCCCCCCC)c(C(=O)OCCCCCCCCCC)ccc1,29.06156389,-12878.77132
c1c(C(=O)OCCCCCCCCCCC)c(C(=O)OCCCCCCCCCCC)ccc1,29.05682132,-13251.70662
c1c(C(=O)OCCCCCC)c(C(=O)OCCCCCC)ccc1,26.94347347,-10188.0167
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,26.99594269,-9729.543157
CCCCOC(=O)CCC,23.54583103,-5335.817043
C=CC(=O)OCC(CC)CCCC,24.16393323,-6231.850495
CC(=O)OCCOC(C)=O,24.10829317,-5917.071791
CC(C)COC(=O)C(=C)C,22.91844629,-4926.945989
C=C(C)C(=O)OCCCC,23.4410993,-5270.835046
c1c(C(=O)OC)cccc1,23.10113398,-5521.677265
c1c(C(=O)OCC)cccc1,23.33696518,-5788.091119
CCOC(=O)OCC,23.16640277,-4687.637131
CCOC(=O)C(=O)OCC,24.73337081,-6064.036621
CCOC(=O)CC(=O)OCC,24.2725419,-6081.139827
CCCCCCCCCC(=O)OC,23.84115059,-6319.166244
CCCCCCCCCCCCCC(=O)OC(C)C,25.61923656,-8350.705565
CCCCCCCOC(=O)c1cc(C(=O)OCCCCCCC)ccc1(C(=O)OCCCCCCC),28.25019635,-11775.96355
CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,26.88532409,-11107.94489
O(C(CC1)C)C1,22.63548075,-3971.872395
CCOCC,22.44814779,-3394.764003
CC(C)OC(C)C,22.40560548,-3739.284998
CCCCOCCCC,23.35150971,-4965.580544
COC(C)(C)C,22.25703872,-3562.699594
CCC(C)OC(C)CC,23.11984397,-4631.21629
COCCC,22.57955182,-3498.468565
CCCCOC(C)C,23.04588251,-4457.289304
COCC(C)C,22.42556291,-3644.808075
COC(C)C,22.50894334,-3380.51247
CCCCCCOCCCCCC,24.66707528,-6640.287219
CCCCOC,22.65580074,-3864.975271
CO,24.76529536,-4504.829263
CCO,25.37208795,-4931.266153
CCCO,25.79053496,-5399.516291
CC(O)C,25.54852298,-5068.648323
CCCCO,25.45090835,-5569.601706
OCC(C)C,25.90095093,-5633.296525
CCC(O)C,25.7712577,-5463.602838
CCCCCO,25.17028835,-5736.817424
CCCC(O)C,25.13698754,-5468.979805
CC(C)(O)CC,23.76302011,-4632.340993
OCC(C)CC,25.2335497,-5651.435694
CCCCCCO,24.88611647,-5876.292358
CC(O)CCCC,24.75513937,-5567.019488
CCC(O)CCC,24.7435979,-5504.728685
OCC(C)CCC,24.51834779,-5593.972112
CCC(C)CCO,25.65012787,-6124.46764
CCC(C)(O)CC,23.23667993,-4669.054255
CCC(O)CC,24.79148476,-5266.532644
OCC(CC)CCCC,25.15407038,-6410.850934
OCC(C)CCCC,25.46678548,-6180.256628
OCCC(C)C,25.99624399,-6021.857981
CC(O)C(C)C,24.9403082,-5282.239976
OCCCCCCC,24.84037628,-6122.399022
CC(O)CCCCC,24.84989435,-5897.898241
CCC(O)CCCC,24.92427733,-5897.568345
OCCCCC(C)C,24.94412864,-6019.290622
CC(O)CC(C)C,24.61811903,-5387.816529
CCCCCCCCO,24.62980685,-6254.782331
CCCCCCC(O)C,24.64394071,-6059.448826
CCCCCCCCCO,24.59405653,-6480.468304
CCCCCCCC(O)C,24.79208858,-6387.796456
CCCCCCCCCCO,24.52462144,-6670.061461
CCCCCCCCCCCO,24.40232261,-6824.121992
CC(C)CCCCCCCO,25.57395913,-7125.899626
CCCCCCCCCCCCO,24.54359053,-7120.228225
OCC(CC)CC,25.14566679,-5835.081573
CCCCCC(C)CO,25.26240344,-6242.376187
OC1CCCCC1,23.36100513,-5188.981921
C1[C@](O)([H])([C@](C)([H])(CCC1)),24.22483996,-5576.70849
C1[C@](O)([H])([C@@](C)([H])(CCC1)),24.38949789,-5684.203281
C1[C@](O)([H])(C[C@](C)([H])(CC1)),24.90507629,-6036.44248
C1[C@](O)([H])(C[C@@](C)([H])(CC1)),24.7479529,-5966.99841
C1[C@](O)([H])(CC[C@](C)([H])(C1)),24.7811351,-5941.097483
C1[C@](O)([H])(CC[C@@](C)([H])(C1)),24.88902747,-6001.171164
CCCCCCCC(CO)CCCC,26.76765702,-8293.818032
CCCCCCCCCC(C)CO,26.56592469,-7929.309098
OCC1OCCC1,24.66635045,-5947.005483
C=CCO,25.25532443,-5180.07174
CCCCCCC(CCCC)CO,27.1244049,-8226.672409
c1c(O)c(C)cc(C)c1,23.78184299,-5971.631541
CCCCOCC(O)C,24.05751105,-5655.161258
CC(O)COC(C)COCCCC,25.87158974,-7269.392545
CCCCOS(=O)(=O)O,24.36566809,-7468.83587
CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,27.08173261,-10511.96379
C(C)(C)(C)OC(=O)CC(=O)C,24.04929179,-5798.149421
OCCOCCOCCOCCC,26.32689243,-7976.693485
OCCOCCOCCOCCCCCC,26.40490787,-8484.403077
NCCOCCN,24.76580186,-6128.355311
N1(CC)CCOCC1,22.77933774,-4681.353888
c1(C(C)OCC(O)C)ccccc1,24.13368554,-6702.196534
SCCC(=O)OC,23.46654565,-5257.894501
COC(F)(F)C(F)(F)C(F)(F)(F),22.831324,-3511.633395
COCC(C)OC(=O)CC,23.84562074,-5461.084381
CC(=O)CCC(=O)OCC,24.13337423,-6098.849618
CC(C)C(=O)OC1C(COC(=O)C)OC(OC2(COC(=O)C(C)C)C(OC(=O)C(C)C)C(OC(=O)C(C)C)C(COC(=O)C)O2)C(OC(=O)C(C)C)C1OC(=O)C(C)C,32.70137556,-18217.64538
COCCN1CCOCC1,23.63247358,-5732.59623
OCCN1CCOCC1,25.18659198,-6775.998314
CC1(CO)OC(C)CO1,23.86985732,-5420.648962
CC(C(=O)C)O,23.8458062,-5154.107284
C(CO)(CO)Cl,27.68945805,-8088.445098
C1N(C)C(=O)N(C)C1,23.01046292,-5766.061533
CCN1CCCC1=O,22.97252185,-5650.731069
CCN1C=C[N+](C)=C1.S(=O)(=O)([O-])OCC,23.71829267,-13559.11184
CCOC(=O)Oc1ccccc1,23.70352436,-6154.899912
c1c(N)c(OC)ccc1,23.55350114,-6055.135996
COCCOCCOCCOCCO,26.37971239,-8248.937304
CCOCCOCCOCCOCCO,25.93079621,-8127.91864
OC(C)(C)C(=O)OC,23.76802647,-5059.451609
COC(C)(C)C(=O)OC,22.99237407,-4734.617356
CN(C)N=O,22.71132609,-4786.615323
O=C1C[C@H](O)CO1,25.29834736,-7985.102691
OCCN(CCO)N=O,27.59012163,-10608.03888
OC1=CC=C(/C=C/C)C=C1OC,23.95066832,-6752.245231
CC1=CC=C(O1)C=O,23.64087468,-5635.343696
Oc1ccc(C)cc1OC,24.22228101,-6317.234354
CCCCCC[C@H](C/C=CCCCCCCCC(=O)OC)O,27.0038441,-10165.20695
O=C(c1ccccc1)OCCOCCOC(=O)c1ccccc1,26.86025061,-10389.43961
O=C(c1ccccc1)OCC(OC(C(C)OC(=O)c2ccccc2))C,27.64537092,-11062.82316
CC(=O)C(=C)OC,22.92037458,-4669.775808
C(C(N(C)C)=O)CCCCCC,23.99798622,-6935.59626
Fc1ccc(F)cc1,22.34735342,-3926.221847
c1(I)ccccc1,22.41756337,-5073.307193
ICI,21.95844466,-4784.159452
ClC(Cl)C(F)(F)F,22.35839804,-3286.960862
c12ccccc1cccc2(Br),23.06071886,-6469.506057
BrC(Br)Br,22.06921362,-4467.704936
O=C=NCCCCN=C=O,23.18466233,-5934.281137
CCC(C)(N)C,22.75596378,-3976.290406
CCN(CC)CC,22.5598258,-4038.183557
CCCNCCC,23.00248573,-4407.563132
CCCCN(C)C,22.47279238,-4050.928997
CCN(C)CC,22.62199451,-3797.880687
CCNCC,22.34444217,-3570.085523
CCCN,22.65174699,-3605.601438
CCCCN,22.64397551,-3926.228602
CCCCCN,22.89827756,-4342.763087
CC(C)CN,22.94117932,-3925.757426
C1CC1N,22.62284194,-3589.185265
NN,23.82184783,-4753.261204
CC(C)CNCC(C)C,23.19674147,-4850.943674
CC(C)N,22.67492437,-3432.332125
C1=CC=CN1,23.0734655,-4683.702214
CN(CCO)CCO,25.00984459,-7131.871345
NCCO,24.48061586,-5797.289333
OCCN(CCO)CCO,27.80107761,-9954.970808
CCC(N)C,22.56156058,-3748.844663
CC(C)(C)N,22.2891514,-3427.311424
C1(N)CCCCC1,22.44907368,-4480.703154
c1(CN)ccccc1,23.42101486,-5507.955501
c1(C)c(N)cccc1,23.26460133,-5620.212312
c1(C)cc(N)ccc1,23.60418529,-5832.743757
NCCNCCNCCN,24.70599264,-7303.260192
C=CCN,23.0435086,-3794.4513
NCCN,23.21468167,-4571.716474
C1CN1,22.83904447,-3758.88713
CC(C)NC(C)C,22.95259102,-4148.034491
CCCCNCCCC,23.41314039,-5181.963743
C1CCCCN1,22.2655319,-4085.35455
c1(cccn2)c2cccc1,22.99803472,-5905.140359
C1CNCCN1CCN,23.87689176,-6150.203869
CC(N)CN,23.82326756,-4861.718425
c1ccccc1N(CC)CC,23.48069702,-5940.814955
n1(C)cccc1,22.45073115,-4262.590197
c1(NN)ccccc1,23.70836283,-6330.152711
c1(ccc(C)n2)c2cccc1,23.0575584,-6062.034148
C[N+](=O)[O-],22.9106249,-4274.842203
CC[N+](=O)[O-],23.13352773,-4539.910249
CCC[N+](=O)[O-],23.28379065,-4806.251314
CC([N+](=O)[O-])C,23.01284693,-4561.187416
N#CCCO,25.34172594,-6860.813427
CCCCCCCCCCS,23.74450632,-6324.451133
CCCCCS,22.63048418,-4488.139513
CSSC,22.39839784,-4206.374059
CCCSSCCC,23.1275702,-5482.885741
CCCCCCCCSCCCCCCCC,25.0526237,-8177.56045
C1CCCCC1(SC1CCCCC1),22.84609502,-6395.500661
CCc1cc(C)sc1C,23.16513551,-5384.257049
c1cc2SCCc2cc1,22.69710512,-5706.975187
c1cc2SC(C)Cc2cc1,22.53901751,-5798.332885
CCCCCCCCCCCCS,24.01703505,-6953.763238
CC(S)(C)CC(C)(C)C,22.28136897,-4661.160718
CCCCCCCS,22.96602191,-5204.595511
C=CCSCC=C,21.76192703,-4304.824731
CCCCS,22.56559673,-4156.652802
c1(S)ccccc1,22.68207184,-4987.999243
S1CCCC1,22.41604741,-4348.341622
CS(=O)C,22.92748855,-5319.976684
S1(=O)(=O)CCC(C)C1,23.54836333,-6690.151737
CC(=O)Cl,22.82682012,-3690.281796
ClCC(=O)Cl,23.02882289,-4381.06314
ClC(Cl)C(=O)Cl,22.71054389,-4282.753944
ClC(Cl)(Cl)C(=O)Cl,22.39492637,-4284.422099
c1(C(=O)Cl)ccccc1,23.09527713,-5463.045649
c1(C(F)(F)F)ccc(Cl)cc1,22.68034081,-4632.299125
c1(C(F)(F)F)c(Cl)cc(Cl)cc1,23.07757727,-5267.337981
c1(N)c(Cl)cccc1,23.2337856,-5683.459745
c1(F)ccccc1,22.2328262,-3852.235316
ClCOC,22.71648442,-3760.33151
ClCC(O)CO,27.64975878,-7865.168234
ClCC(O)CCl,24.58845453,-5852.621631
c1(F)c(F)c(F)c(F)c(F)c1(F),22.56986034,-3906.073509
ClCC(Cl)CO,24.72605593,-6067.89192
ClCCOCCCl,23.18715926,-5329.912698
CSCCC=O,23.32030381,-5226.148536
FC(F)(F)C(=O)O,23.26807503,-4057.999781
SCCC(=O)O,24.40491545,-6491.281548
CN(C)C=O,22.89350231,-4884.163979
ClCC1CO1,22.88831069,-4466.436595
CC(C)(O)C#N,25.53967847,-6299.943661
c1([N+](=O)[O-])ccccc1,23.10343315,-5632.51293
CC(O)CC=O,25.60547913,-6304.31097
O1C=CC=C1(C=O),23.32360406,-5164.153776
c1(OC)c(N(=O)=O)cccc1,24.28807136,-7065.700861
CC(=O)OC1OC(C)OC(C)C1,24.89758199,-6305.111983
C=CC(=O)OCCOC(=O)C=C,24.24651396,-6447.034596
CC(=O)OC(C)COC,23.68104497,-5157.855383
